work_id,scope,audit_tranche,audit_shard,risk_priority,formid,editor_id,canonical_source_plugin,direct_read,classification,deep_read,owner_verdict,tagged_rows,crossgen,promoted,post_readback,notes
COREQ-1989,core,V03B,V03B-01,existing-core-row,Dawnguard.esm:0181BF,DLC1VQElderHandler,Dawnguard.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; unsafe s200 disciplined_study attributed another's act to the player and collided across terminals; row removed with no replacement.
COREQ-1990,core,V03B,V03B-01,standard,Dawnguard.esm:01909F,DLC1VampireTutorial,Dawnguard.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; radiant/repeatable/cosmetic/misc-objective content is silent under the approved policy.
COREQ-1991,core,V03B,V03B-01,standard,Dawnguard.esm:0190C2,DLC1RNPCGeneralHellos,Dawnguard.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-1992,core,V03B,V03B-01,standard,Dawnguard.esm:0190C3,DLC1RNPCClickedHellos,Dawnguard.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-1993,core,V03B,V03B-01,standard,Dawnguard.esm:01964A,DLC1DialogueVampire,Dawnguard.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-1994,core,V03B,V03B-01,standard,Dawnguard.esm:0198B2,DLC1HunterBaseEnableSet1,Dawnguard.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-1995,core,V03B,V03B-01,standard,Dawnguard.esm:0198F9,DLC1DialogueRefugeeCamp,Dawnguard.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-1996,core,V03B,V03B-01,standard,Dawnguard.esm:01991F,DLC1HunterBaseEnableSet2,Dawnguard.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-1997,core,V03B,V03B-01,standard,Dawnguard.esm:019938,DLC1RV10,Dawnguard.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; radiant/repeatable/cosmetic/misc-objective content is silent under the approved policy.
COREQ-1998,core,V03B,V03B-01,standard,Dawnguard.esm:019BB1,DLC1DialogueWerewolfBlock,Dawnguard.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-1999,core,V03B,V03B-01,standard,Dawnguard.esm:019DB9,DLC1VQElderQuestItemHandler,Dawnguard.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2000,core,V03B,V03B-01,standard,Dawnguard.esm:019DD2,DLC1LDIceDragonFight02,Dawnguard.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2001,core,V03B,V03B-01,standard,Dawnguard.esm:01A1C1,DLC1VQ08Post,Dawnguard.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2002,core,V03B,V03B-01,standard,Dawnguard.esm:01A3E4,DLC1VQFVBooks,Dawnguard.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; radiant/repeatable/cosmetic/misc-objective content is silent under the approved policy.
COREQ-2003,core,V03B,V03B-01,standard,Dawnguard.esm:01A415,DLC1VQCastleGuard,Dawnguard.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2004,core,V03B,V03B-01,standard,Dawnguard.esm:01A428,DLC1VCController,Dawnguard.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2005,core,V03B,V03B-01,standard,Dawnguard.esm:01A8BB,DLC1VQ08HunterMove,Dawnguard.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2006,core,V03B,V03B-01,standard,Dawnguard.esm:01AA70,DLC1HireableDogs,Dawnguard.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2007,core,V03B,V03B-01,standard,Dawnguard.esm:01AA71,DLC1DialogueGuardsGeneral,Dawnguard.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2008,core,V03B,V03B-01,standard,Skyrim.esm:000E46,CreatureDialogueWerewolf,Dawnguard.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2009,core,V03B,V03B-01,existing-core-row,Skyrim.esm:01CEF4,C03,Dawnguard.esm,ok,APPROVED,not-needed,APPROVED,ok,ok,ok,ok,direct_mcp_review=ok; owner_approved=ok; crossgen=ok; promotion=ok; compile=ok; post_readback=ok.
COREQ-2010,core,V03B,V03B-01,existing-core-row,Skyrim.esm:021551,TG05,Dawnguard.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; unsafe s60/s200 struggle rows removed because they do not evidence a deliberate player act.
COREQ-2011,core,V03B,V03B-01,existing-core-row,Skyrim.esm:021554,TG08B,Dawnguard.esm,ok,APPROVED,ok,APPROVED,ok,ok,ok,ok,direct_mcp_review=ok; owner_approved=ok; crossgen=ok; promotion=ok; compile=ok; post_readback=ok.
COREQ-2012,core,V03B,V03B-01,existing-core-row,Skyrim.esm:0242AF,DA16,Dawnguard.esm,ok,APPROVED,ok,APPROVED,ok,ok,ok,ok,direct_mcp_review=ok; owner_approved=ok; crossgen=ok; promotion=ok; compile=ok; post_readback=ok.
COREQ-2013,core,V03B,V03B-01,standard,Skyrim.esm:02BA16,PlayerWerewolfQuest,Dawnguard.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2014,core,V03B,V03B-01,standard,Skyrim.esm:02C367,TG05SP,Dawnguard.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2015,core,V03B,V03B-01,existing-core-row,Skyrim.esm:02D512,DA04,Dawnguard.esm,ok,APPROVED,not-needed,APPROVED,ok,ok,ok,ok,direct_mcp_review=ok; owner_approved=ok; crossgen=ok; promotion=ok; compile=ok; post_readback=ok.
COREQ-2016,core,V03B,V03B-01,standard,Skyrim.esm:05C625,VC01,Dawnguard.esm,ok,APPROVED,not-needed,APPROVED,ok,ok,ok,ok,direct_mcp_review=ok; owner_approved=ok; crossgen=ok; promotion=ok; compile=ok; post_readback=ok.
COREQ-2017,core,V03B,V03B-01,standard,Skyrim.esm:0AEBFE,C03Rampage,Dawnguard.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2018,core,V03B,V03B-01,standard,Skyrim.esm:0D8312,DialogueGenericVampire,Dawnguard.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2019,core,V03B,V03B-01,standard,Skyrim.esm:0EAFD5,PlayerVampireQuest,Dawnguard.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2020,core,V03B,V03B-01,standard,Skyrim.esm:0F6090,PlayerWerewolfCureQuest,Dawnguard.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2021,core,V03C,V03C-01,standard,Dragonborn.esm:016E02,DLC2Init,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2022,core,V03C,V03C-01,existing-core-row,Dragonborn.esm:016E1F,DLC2MQ04,Dragonborn.esm,ok,APPROVED,not-needed,APPROVED,ok,ok,ok,ok,direct_mcp_review=ok; owner_approved=ok; crossgen=ok; promotion=ok; compile=ok; post_readback=ok.
COREQ-2023,core,V03C,V03C-01,standard,Dragonborn.esm:016E21,DLC2BookDungeonController,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2024,core,V03C,V03C-01,standard,Dragonborn.esm:0173BE,DLC2dunNchardakTracking,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2025,core,V03C,V03C-01,standard,Dragonborn.esm:017962,DLC2ExpSpiderQuest,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2026,core,V03C,V03C-01,existing-core-row,Dragonborn.esm:0179D7,DLC2MQ06,Dragonborn.esm,ok,APPROVED,not-needed,APPROVED,ok,ok,ok,ok,direct_mcp_review=ok; owner_approved=ok; crossgen=ok; promotion=ok; compile=ok; post_readback=ok.
COREQ-2027,core,V03C,V03C-01,existing-core-row,Dragonborn.esm:0179DE,DLC2MQ05,Dragonborn.esm,ok,APPROVED,not-needed,APPROVED,ok,ok,ok,ok,direct_mcp_review=ok; owner_approved=ok; crossgen=ok; promotion=ok; compile=ok; post_readback=ok.
COREQ-2028,core,V03C,V03C-01,standard,Dragonborn.esm:0179E2,DLC2TameDragon,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2029,core,V03C,V03C-01,standard,Dragonborn.esm:017E85,DLC2DialogueTelMithryn,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2030,core,V03C,V03C-01,standard,Dragonborn.esm:017E8D,DLC2TT1,Dragonborn.esm,ok,APPROVED,ok,APPROVED,ok,ok,ok,ok,direct_mcp_review=ok; owner_approved=ok; s500 civic_service is valid but has zero current deity consumers; semantic-inert promotion and direct post-readback are complete; compile=ok.
COREQ-2031,core,V03C,V03C-01,existing-core-row,Dragonborn.esm:017F8E,DLC2MQ01,Dragonborn.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; unsafe law/struggle rows described investigation and travel rather than a discrete player act; removed with no replacement.
COREQ-2032,core,V03C,V03C-01,existing-core-row,Dragonborn.esm:017F8F,DLC2MQ02,Dragonborn.esm,ok,APPROVED,not-needed,APPROVED,ok,ok,ok,ok,direct_mcp_review=ok; owner_approved=ok; crossgen=ok; promotion=ok; compile=ok; post_readback=ok.
COREQ-2033,core,V03C,V03C-01,standard,Dragonborn.esm:017F90,DLC2MQ03,Dragonborn.esm,ok,APPROVED,not-needed,APPROVED,ok,ok,ok,ok,direct_mcp_review=ok; owner_approved=ok; crossgen=ok; promotion=ok; compile=ok; post_readback=ok.
COREQ-2034,core,V03C,V03C-01,standard,Dragonborn.esm:01810B,DLC2dunKolbjornQST,Dragonborn.esm,ok,APPROVED,ok,APPROVED,ok,ok,ok,ok,direct_mcp_review=ok; owner_approved=ok; crossgen=ok; promotion=ok; compile=ok; post_readback=ok.
COREQ-2035,core,V03C,V03C-01,existing-core-row,Dragonborn.esm:01844E,DLC2TT1b,Dragonborn.esm,ok,APPROVED,ok,APPROVED,ok,ok,ok,ok,direct_mcp_review=ok; owner_approved=ok; crossgen=ok; promotion=ok; compile=ok; post_readback=ok.
COREQ-2036,core,V03C,V03C-01,standard,Dragonborn.esm:01847D,DLC2FlingQuest,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2037,core,V03C,V03C-01,standard,Dragonborn.esm:018B0F,DLC2DialogueRavenRock,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2038,core,V03C,V03C-01,existing-core-row,Dragonborn.esm:018B13,DLC2RR01,Dragonborn.esm,ok,APPROVED,not-needed,APPROVED,ok,ok,ok,ok,direct_mcp_review=ok; owner_approved=ok; crossgen=ok; promotion=ok; compile=ok; post_readback=ok.
COREQ-2039,core,V03C,V03C-01,existing-core-row,Dragonborn.esm:018B14,DLC2RR02,Dragonborn.esm,ok,APPROVED,not-needed,APPROVED,ok,ok,ok,ok,direct_mcp_review=ok; owner_approved=ok; crossgen=ok; promotion=ok; compile=ok; post_readback=ok.
COREQ-2040,core,V03C,V03C-01,existing-core-row,Dragonborn.esm:018B15,DLC2RR03,Dragonborn.esm,ok,APPROVED,not-needed,APPROVED,ok,ok,ok,ok,direct_mcp_review=ok; owner_approved=ok; crossgen=ok; promotion=ok; compile=ok; post_readback=ok.
COREQ-2041,core,V03C,V03C-01,existing-core-row,Dragonborn.esm:0195A1,DLC2TT2,Dragonborn.esm,ok,APPROVED,ok,APPROVED,ok,ok,ok,ok,direct_mcp_review=ok; owner_approved=ok; crossgen=ok; promotion=ok; compile=ok; post_readback=ok.
COREQ-2042,core,V03C,V03C-01,standard,Dragonborn.esm:01991F,DLC2RRMorvaynManorScene01,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2043,core,V03C,V03C-01,standard,Dragonborn.esm:019921,DLC2RRMorvaynManorScene02,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2044,core,V03C,V03C-01,standard,Dragonborn.esm:019923,DLC2RRMorvaynManorScene03,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2045,core,V03C,V03C-01,standard,Dragonborn.esm:019925,DLC2RRMorvaynManorScene04,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2046,core,V03C,V03C-01,standard,Dragonborn.esm:019927,DLC2RRMorvaynManorScene05,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2047,core,V03C,V03C-01,standard,Dragonborn.esm:019929,DLC2RRMorvaynManorScene06,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2048,core,V03C,V03C-01,standard,Dragonborn.esm:01992B,DLC2RRTempleScene01,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2049,core,V03C,V03C-01,standard,Dragonborn.esm:01992D,DLC2RRTempleScene02,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2050,core,V03C,V03C-01,standard,Dragonborn.esm:01992F,DLC2RRAlorHouseScene01,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2051,core,V03C,V03C-01,standard,Dragonborn.esm:019931,DLC2RRAlorHouseScene02,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2052,core,V03C,V03C-01,standard,Dragonborn.esm:019933,DLC2RRTempleScene03,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2053,core,V03C,V03C-01,standard,Dragonborn.esm:019935,DLC2RRCresciusHouseScene01,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2054,core,V03C,V03C-01,standard,Dragonborn.esm:019937,DLC2RRCresciusHouseScene02,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2055,core,V03C,V03C-01,standard,Dragonborn.esm:019939,DLC2RRSeverinManorScene01,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2056,core,V03C,V03C-01,standard,Dragonborn.esm:01993B,DLC2RRSeverinManorScene02,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2057,core,V03C,V03C-01,standard,Dragonborn.esm:01993D,DLC2RRSeverinManorScene03,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2058,core,V03C,V03C-01,standard,Dragonborn.esm:01993F,DLC2RRAnyLocScene15,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2059,core,V03C,V03C-01,standard,Dragonborn.esm:019941,DLC2RRIenthFarmScene02,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2060,core,V03C,V03C-01,standard,Dragonborn.esm:019943,DLC2RRNetchScene01,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2061,core,V03C,V03C-01,standard,Dragonborn.esm:019945,DLC2RRNetchScene02,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2062,core,V03C,V03C-01,standard,Dragonborn.esm:019947,DLC2RRNetchScene03,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2063,core,V03C,V03C-01,standard,Dragonborn.esm:019949,DLC2RRNetchScene04,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2064,core,V03C,V03C-01,standard,Dragonborn.esm:01994B,DLC2RRNetchScene05,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2065,core,V03C,V03C-01,standard,Dragonborn.esm:01994D,DLC2RRNetchScene06,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2066,core,V03C,V03C-01,standard,Dragonborn.esm:01994F,DLC2RRNetchScene07,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2067,core,V03C,V03C-01,standard,Dragonborn.esm:019B49,DLC2DialogueSkaalVillage,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2068,core,V03C,V03C-01,existing-core-row,Dragonborn.esm:019B4A,DLC2SV01,Dragonborn.esm,ok,APPROVED,not-needed,APPROVED,ok,ok,ok,ok,direct_mcp_review=ok; owner_approved=ok; crossgen=ok; promotion=ok; compile=ok; post_readback=ok.
COREQ-2069,core,V03C,V03C-01,standard,Dragonborn.esm:019C32,DLC2RRAnyLocScene01,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2070,core,V03C,V03C-01,standard,Dragonborn.esm:019C34,DLC2RRAnyLocScene02,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2071,core,V03C,V03C-01,standard,Dragonborn.esm:019C36,DLC2RRAnyLocScene03,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2072,core,V03C,V03C-01,standard,Dragonborn.esm:019C38,DLC2RRAnyLocScene04,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2073,core,V03C,V03C-01,standard,Dragonborn.esm:019C3A,DLC2RRAnyLocScene05,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2074,core,V03C,V03C-01,standard,Dragonborn.esm:019C3C,DLC2RRAnyLocScene06,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2075,core,V03C,V03C-01,standard,Dragonborn.esm:019C3E,DLC2RRAnyLocScene07,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2076,core,V03C,V03C-01,standard,Dragonborn.esm:019C40,DLC2RRAnyLocScene08,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2077,core,V03C,V03C-01,standard,Dragonborn.esm:019C42,DLC2RRAnyLocScene09,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2078,core,V03C,V03C-01,standard,Dragonborn.esm:019C44,DLC2RRAnyLocScene10,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2079,core,V03C,V03C-01,standard,Dragonborn.esm:019C46,DLC2RRAnyLocScene11,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2080,core,V03C,V03C-01,standard,Dragonborn.esm:019C48,DLC2RRAnyLocScene12,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2081,core,V03C,V03C-01,standard,Dragonborn.esm:019C4B,DLC2RRBeggarScene,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
COREQ-2082,core,V03C,V03C-01,standard,Dragonborn.esm:019C4E,DLC2RRGuardDialogue,Dragonborn.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; structural/dialogue/monitor/handler/control record; no discrete player-act row.
