"exchange_schema","copy_id","flow_ids","journey","event","surface","runtime_location","current_runtime_text","gameplay_contract","character_budget","risk","dynamic","row_fingerprint","owner_status","owner_draft","owner_note"
"pdv.copy-prose-exchange.v1","esp:spel:071603:Devotion.esp:description","core.neglect;signal.item;surface.effects","Shared","neglect.lapse","blessing-description","Devotion.esp:SPEL:071603:Devotion.esp:PDV_SPEL_Neglect_Talos:Description","Defiance left unkept softens; your resolve no longer hardens you. Armor -5 until you stand firm again.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","32c512ac8f328f05b966ca17b8a0e8ee","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071603:Devotion.esp:name","core.neglect;surface.effects","Shared","neglect.lapse","blessing-name","Devotion.esp:SPEL:071603:Devotion.esp:PDV_SPEL_Neglect_Talos:Name","Talos's Neglect","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","c3d407b91db35ae281ef2db8e51e29fe","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071612:Devotion.esp:description","core.focused;race.dunmer;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:SPEL:071612:Devotion.esp:PDV_SPEL_Dunmer_AncestorWatch_Heal:Description","The ancestors pull you back from the brink.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","0c9f0611e061c30ec6615ab2443fdb20","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071612:Devotion.esp:name","core.focused;race.dunmer;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:SPEL:071612:Devotion.esp:PDV_SPEL_Dunmer_AncestorWatch_Heal:Name","The Ancestors Answer","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","3b7bc0a6d5b96b27db0eae214e9b3987","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071614:Devotion.esp:description","core.focused;race.dunmer;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:SPEL:071614:Devotion.esp:PDV_SPEL_Dunmer_AncestorWatch:Description","The ancestors watch over you until dawn. Once, at your lowest, they will pull you back from the brink.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","99573a0ed511c70ac7b985802346c87d","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071614:Devotion.esp:name","core.focused;race.dunmer;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:SPEL:071614:Devotion.esp:PDV_SPEL_Dunmer_AncestorWatch:Name","The Ancestors Watch","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","a78605760ef6d94f65ef6337f435bb00","","",""
"pdv.copy-prose-exchange.v1","esp:spel:07161F:Devotion.esp:description","core.neglect;surface.effects","Shared","neglect.lapse","blessing-description","Devotion.esp:SPEL:07161F:Devotion.esp:PDV_SPEL_Neglect_Arkay:Description","Orkey the Old Knocker turns from the neglectful, and the ward that keeps the grave quiet thins. Magic Resistance -5% until you tend the rites of life and death again.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","8466687de038ced69f0d12004e98cf34","","",""
"pdv.copy-prose-exchange.v1","esp:spel:07161F:Devotion.esp:name","core.neglect;surface.effects","Shared","neglect.lapse","blessing-name","Devotion.esp:SPEL:07161F:Devotion.esp:PDV_SPEL_Neglect_Arkay:Name","Orkey's Neglect","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","450579766a4f27451b3cca8e623595a3","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071621:Devotion.esp:description","core.neglect;surface.effects","Shared","neglect.lapse","blessing-description","Devotion.esp:SPEL:071621:Devotion.esp:PDV_SPEL_Neglect_Dibella:Description","Dibella's grace withdraws from the unloving, and your restorative arts lose their warmth. Restoration -5 until you honor beauty and love again.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","10576ffea1c83b82381707654e4e3f4f","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071621:Devotion.esp:name","core.neglect;surface.effects","Shared","neglect.lapse","blessing-name","Devotion.esp:SPEL:071621:Devotion.esp:PDV_SPEL_Neglect_Dibella:Name","Dibella's Neglect","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","f8c409b4e7a400004694e4afdbaa966f","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071623:Devotion.esp:description","core.focused;signal.world;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:SPEL:071623:Devotion.esp:PDV_SPEL_Disfavor_SkyStormHunt_Light:Description","Weather turns cold for a while. Frost Resistance -2%.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","54ff0a7d14a77565f3782c780c27d733","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071623:Devotion.esp:name","core.focused;signal.world;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:SPEL:071623:Devotion.esp:PDV_SPEL_Disfavor_SkyStormHunt_Light:Name","Favor Slips","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","754af1541796d6dc78de9a31621884e3","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071625:Devotion.esp:description","core.focused;signal.world;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:SPEL:071625:Devotion.esp:PDV_SPEL_Disfavor_SkyStormHunt_Sharp:Description","Weather turns against you for a while. Frost Resistance -4%.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","4d4ae44b1700a6c0a42d963639dd1838","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071625:Devotion.esp:name","core.focused;signal.world;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:SPEL:071625:Devotion.esp:PDV_SPEL_Disfavor_SkyStormHunt_Sharp:Name","Favor Slips","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","8e15a94ba8543c88ca7117fd031b08ba","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071627:Devotion.esp:description","core.focused;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:SPEL:071627:Devotion.esp:PDV_SPEL_Disfavor_DeathAncestors_Light:Description","Rest grows uneasy for a while. Disease Resistance -2%.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","9efe58819452015f35b199f7724e6725","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071627:Devotion.esp:name","core.focused;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:SPEL:071627:Devotion.esp:PDV_SPEL_Disfavor_DeathAncestors_Light:Name","Favor Slips","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","e4fb928fc6434bdbba414b9789e0a738","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071629:Devotion.esp:description","core.focused;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:SPEL:071629:Devotion.esp:PDV_SPEL_Disfavor_DeathAncestors_Sharp:Description","The dead grow restless for a while. Disease Resistance -4%.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","d61e98cbbdf6d9ce7c974b75f1e33131","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071629:Devotion.esp:name","core.focused;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:SPEL:071629:Devotion.esp:PDV_SPEL_Disfavor_DeathAncestors_Sharp:Name","Favor Slips","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","2bbe291e20085eb5a797083c652ea629","","",""
"pdv.copy-prose-exchange.v1","esp:spel:07162B:Devotion.esp:description","core.focused;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:SPEL:07162B:Devotion.esp:PDV_SPEL_Disfavor_MercyProtection_Light:Description","Mercy withdraws for a while. Magic Resistance -2%.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","52bc8efe3ea875d47640e0b0d1b538c0","","",""
"pdv.copy-prose-exchange.v1","esp:spel:07162B:Devotion.esp:name","core.focused;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:SPEL:07162B:Devotion.esp:PDV_SPEL_Disfavor_MercyProtection_Light:Name","Favor Slips","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","d2d145a09eecf0c2e664e9faa08e5737","","",""
"pdv.copy-prose-exchange.v1","esp:spel:07162D:Devotion.esp:description","core.focused;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:SPEL:07162D:Devotion.esp:PDV_SPEL_Disfavor_MercyProtection_Sharp:Description","Mercy withdraws sharply for a while. Magic Resistance -4%.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","025be411c27c78a5e1515e8f66491215","","",""
"pdv.copy-prose-exchange.v1","esp:spel:07162D:Devotion.esp:name","core.focused;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:SPEL:07162D:Devotion.esp:PDV_SPEL_Disfavor_MercyProtection_Sharp:Name","Favor Slips","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","c0a6a6d2852b89691cc8e9864f373e93","","",""
"pdv.copy-prose-exchange.v1","esp:spel:07162F:Devotion.esp:description","core.focused;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:SPEL:07162F:Devotion.esp:PDV_SPEL_Disfavor_WarHonor_Light:Description","Honor recoils for a while. One-Handed -3.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","2ad77df38f3e9aa8983f19a46482e3c1","","",""
"pdv.copy-prose-exchange.v1","esp:spel:07162F:Devotion.esp:name","core.focused;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:SPEL:07162F:Devotion.esp:PDV_SPEL_Disfavor_WarHonor_Light:Name","Favor Slips","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","daa6e25886ef788f75216deb3924e4f1","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071631:Devotion.esp:description","core.focused;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:SPEL:071631:Devotion.esp:PDV_SPEL_Disfavor_WarHonor_Sharp:Description","Honor recoils sharply for a while. One-Handed -5.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","8b5fac17b6ab7a63c03ceae8111703d0","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071631:Devotion.esp:name","core.focused;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:SPEL:071631:Devotion.esp:PDV_SPEL_Disfavor_WarHonor_Sharp:Name","Favor Slips","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","f00a7b64ca3fce45a8ffe719e4ba778e","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071633:Devotion.esp:description","core.focused;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:SPEL:071633:Devotion.esp:PDV_SPEL_Disfavor_OrderTradeLore_Light:Description","Order sours for a while. Speech -3.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","2dc440c291c6896ea61eeae0b9bde983","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071633:Devotion.esp:name","core.focused;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:SPEL:071633:Devotion.esp:PDV_SPEL_Disfavor_OrderTradeLore_Light:Name","Favor Slips","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","001d8dbfd93c75e9a78321e1b712e96b","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071635:Devotion.esp:description","core.focused;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:SPEL:071635:Devotion.esp:PDV_SPEL_Disfavor_OrderTradeLore_Sharp:Description","Order turns against you for a while. Speech -5.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","e12adfa4a01602190c43a18e1674d7fb","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071635:Devotion.esp:name","core.focused;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:SPEL:071635:Devotion.esp:PDV_SPEL_Disfavor_OrderTradeLore_Sharp:Name","Favor Slips","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","7b4aec658a0221059afb28356c2206b1","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071637:Devotion.esp:description","core.focused;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:SPEL:071637:Devotion.esp:PDV_SPEL_Disfavor_MoonLuckShadow_Light:Description","Fortune slips for a while. Sneak -3.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","ff7715bf8d6e0f391f5b59677877590f","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071637:Devotion.esp:name","core.focused;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:SPEL:071637:Devotion.esp:PDV_SPEL_Disfavor_MoonLuckShadow_Light:Name","Favor Slips","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","a6599ecb96353d8e6ad0180c3deb3aee","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071639:Devotion.esp:description","core.focused;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:SPEL:071639:Devotion.esp:PDV_SPEL_Disfavor_MoonLuckShadow_Sharp:Description","Fortune turns hard for a while. Sneak -5.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","6a697fab8941b39760a4b9bc68c6c6ad","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071639:Devotion.esp:name","core.focused;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:SPEL:071639:Devotion.esp:PDV_SPEL_Disfavor_MoonLuckShadow_Sharp:Name","Favor Slips","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","e09ad474024a68282b6af8d908eff74a","","",""
"pdv.copy-prose-exchange.v1","esp:spel:07163B:Devotion.esp:description","core.focused;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:SPEL:07163B:Devotion.esp:PDV_SPEL_Disfavor_VoidSecrets_Light:Description","Unease clings for a while. Magicka -5.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","9252633fcc10b7d7dd0ee88518155b0f","","",""
"pdv.copy-prose-exchange.v1","esp:spel:07163B:Devotion.esp:name","core.focused;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:SPEL:07163B:Devotion.esp:PDV_SPEL_Disfavor_VoidSecrets_Light:Name","Favor Slips","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","3a4e59a5b1131d2f49a85c12cf1fe908","","",""
"pdv.copy-prose-exchange.v1","esp:spel:07163D:Devotion.esp:description","core.focused;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:SPEL:07163D:Devotion.esp:PDV_SPEL_Disfavor_VoidSecrets_Sharp:Description","Unease sharpens for a while. Magicka -10.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","5f304e4691474a6d31d6d6bfb7858de5","","",""
"pdv.copy-prose-exchange.v1","esp:spel:07163D:Devotion.esp:name","core.focused;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:SPEL:07163D:Devotion.esp:PDV_SPEL_Disfavor_VoidSecrets_Sharp:Name","Favor Slips","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","48cf41a13bbb2286891d42c58068143c","","",""
"pdv.copy-prose-exchange.v1","esp:spel:07164E:Devotion.esp:description","core.recognition;race.altmer;surface.effects","Shared","tier.initial-recognition","blessing-description","Devotion.esp:SPEL:07164E:Devotion.esp:PDV_Bless_Altmer_Trinimac_T1:Description","Civilization is defended by your hand. One-Handed +5.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","2bb1770f55c03f68e52c600437ea2ba5","","",""
"pdv.copy-prose-exchange.v1","esp:spel:07164E:Devotion.esp:name","core.recognition;race.altmer;surface.effects","Shared","tier.initial-recognition","blessing-name","Devotion.esp:SPEL:07164E:Devotion.esp:PDV_Bless_Altmer_Trinimac_T1:Name","Trinimac's Charge - Seeker","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","c139f3d6e930ff4077d05de308bd4671","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071651:Devotion.esp:description","core.faithful;race.altmer;signal.item;surface.effects","Shared","tier.faithful","blessing-description","Devotion.esp:SPEL:071651:Devotion.esp:PDV_Bless_Altmer_Trinimac_T2:Description","The martial ancestor steadies the orthodox arm. One-Handed +13, Armor +15.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","dcf52b7f850c78e94f137341ab7b6300","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071651:Devotion.esp:name","core.faithful;race.altmer;surface.effects","Shared","tier.faithful","blessing-name","Devotion.esp:SPEL:071651:Devotion.esp:PDV_Bless_Altmer_Trinimac_T2:Name","Trinimac's Charge - Devoted","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","091a8b9f209b9002406e825f23994d26","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071654:Devotion.esp:description","core.focused;race.altmer;signal.item;surface.effects","Shared","tier.devoted","blessing-description","Devotion.esp:SPEL:071654:Devotion.esp:PDV_Bless_Altmer_Trinimac_T3:Description","You defend the project by force and discipline. One-Handed +25, Armor +50.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage. Prior reference claim: Passive SPEL; Trinimac focus; ThalmorAlignment 70+","200","P1","false","2c9ed248a6ad9a0dfda2aab20795b576","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071654:Devotion.esp:name","core.focused;race.altmer;signal.item;surface.effects","Shared","tier.devoted","blessing-name","Devotion.esp:SPEL:071654:Devotion.esp:PDV_Bless_Altmer_Trinimac_T3:Name","Trinimac's Defense - Champion","Live record field is inventoried, but its current firing/attachment contract still requires source linkage. Prior reference claim: Passive SPEL; Trinimac focus; ThalmorAlignment 70+","200","P2","false","506d412f6aad069696fdd8887bf4eee7","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071656:Devotion.esp:description","core.recognition;race.altmer;surface.effects","Shared","tier.initial-recognition","blessing-description","Devotion.esp:SPEL:071656:Devotion.esp:PDV_Bless_Altmer_Syrabane_T1:Description","The apprentice's god steadies your protective art. Restoration +5.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","fa9ca7c274210ff3bb134d8a9ab5fc4f","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071656:Devotion.esp:name","core.recognition;race.altmer;surface.effects","Shared","tier.initial-recognition","blessing-name","Devotion.esp:SPEL:071656:Devotion.esp:PDV_Bless_Altmer_Syrabane_T1:Name","Syrabane's Guard - Seeker","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","ca4ad9f54110ce1dfcf8027edff74e7d","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071659:Devotion.esp:description","core.faithful;race.altmer;surface.effects","Shared","tier.faithful","blessing-description","Devotion.esp:SPEL:071659:Devotion.esp:PDV_Bless_Altmer_Syrabane_T2:Description","The ward holds around the one still learning. Restoration +13, Magic Resistance +8%.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","81e5660d059f32b890033c3a8a6de1ce","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071659:Devotion.esp:name","core.faithful;race.altmer;surface.effects","Shared","tier.faithful","blessing-name","Devotion.esp:SPEL:071659:Devotion.esp:PDV_Bless_Altmer_Syrabane_T2:Name","Syrabane's Guard - Devoted","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","801417c3097ef27e5652dccf480bdca7","","",""
"pdv.copy-prose-exchange.v1","esp:spel:07165C:Devotion.esp:description","core.focused;race.altmer;surface.effects","Shared","tier.devoted","blessing-description","Devotion.esp:SPEL:07165C:Devotion.esp:PDV_Bless_Altmer_Syrabane_T3:Description","You protect the path for yourself and the vulnerable mage. Restoration +25, Magic Resistance +20%.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage. Prior reference claim: Passive SPEL; Syrabane focus","200","P2","false","280f25aa476e61fc28f8cc9d3965b6d2","","",""
"pdv.copy-prose-exchange.v1","esp:spel:07165C:Devotion.esp:name","core.focused;race.altmer;surface.effects","Shared","tier.devoted","blessing-name","Devotion.esp:SPEL:07165C:Devotion.esp:PDV_Bless_Altmer_Syrabane_T3:Name","Syrabane's Ward - Champion","Live record field is inventoried, but its current firing/attachment contract still requires source linkage. Prior reference claim: Passive SPEL; Syrabane focus","200","P2","false","30d6a47aa24ddd2bbb10ed960f4ef755","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071660:Devotion.esp:description","core.recognition;race.nord;surface.effects","Shared","tier.initial-recognition","blessing-description","Devotion.esp:SPEL:071660:Devotion.esp:PDV_Bless_Nord_Arkay_T1:Description","The Old Knocker keeps count of your years. Disease Resistance +5%.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage. Prior reference claim: Passive SPEL","200","P2","false","b38302758c26d9677ac1956232fd28c2","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071660:Devotion.esp:name","core.recognition;race.nord;surface.effects","Shared","tier.initial-recognition","blessing-name","Devotion.esp:SPEL:071660:Devotion.esp:PDV_Bless_Nord_Arkay_T1:Name","Orkey's Vigil - Seeker","Live record field is inventoried, but its current firing/attachment contract still requires source linkage. Prior reference claim: Passive SPEL","200","P2","false","de252128679d893ced96001339b6973e","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071663:Devotion.esp:description","core.faithful;race.nord;surface.effects","Shared","tier.faithful","blessing-description","Devotion.esp:SPEL:071663:Devotion.esp:PDV_Bless_Nord_Arkay_T2:Description","You keep the count between life and death. Disease Resistance +15%, Maximum Health +20.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage. Prior reference claim: Passive SPEL","200","P2","false","0dc80c24559486bc26b9b455146c98f0","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071663:Devotion.esp:name","core.faithful;race.nord;surface.effects","Shared","tier.faithful","blessing-name","Devotion.esp:SPEL:071663:Devotion.esp:PDV_Bless_Nord_Arkay_T2:Name","Orkey's Vigil - Devoted","Live record field is inventoried, but its current firing/attachment contract still requires source linkage. Prior reference claim: Passive SPEL","200","P2","false","f93f13f84e9068cca950288afc5ff699","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071666:Devotion.esp:description","core.focused;race.nord;surface.effects","Shared","tier.devoted","blessing-description","Devotion.esp:SPEL:071666:Devotion.esp:PDV_Bless_Nord_Arkay_T3:Description","Orkey's ward stands between you and the grave. Disease Resistance +27%, Maximum Health +30.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage. Prior reference claim: Passive SPEL","200","P2","false","ac43c284b2bf7ecb2053febc2f653e31","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071666:Devotion.esp:name","core.focused;race.nord;surface.effects","Shared","tier.devoted","blessing-name","Devotion.esp:SPEL:071666:Devotion.esp:PDV_Bless_Nord_Arkay_T3:Name","Orkey's Ward - Champion","Live record field is inventoried, but its current firing/attachment contract still requires source linkage. Prior reference claim: Passive SPEL","200","P2","false","4d922fc98fdec06ed709fa6ddf1fe777","","",""
"pdv.copy-prose-exchange.v1","esp:spel:07166C:Devotion.esp:description","core.focused;race.breton;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:SPEL:07166C:Devotion.esp:PDV_Bless_Breton_PatronChampion:Description","Your chosen patron stands beside your Breton tradition. Maximum Health +10.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","47d922e14692691731c77bae704ebb32","","",""
"pdv.copy-prose-exchange.v1","esp:spel:07166C:Devotion.esp:name","core.focused;race.breton;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:SPEL:07166C:Devotion.esp:PDV_Bless_Breton_PatronChampion:Name","Patron's Mark - Champion","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","8ef2d895f9d21414e576e59190cabc0f","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071670:Devotion.esp:description","core.focused;race.breton;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:SPEL:071670:Devotion.esp:PDV_Bless_Breton_Champion_Mara:Description","Mara's compassion works through you, mending and warding. Restoration +23, Resist Magic +15%.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","1485f3133a64a81697d5f71841d0858b","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071670:Devotion.esp:name","core.focused;race.breton;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:SPEL:071670:Devotion.esp:PDV_Bless_Breton_Champion_Mara:Name","Mara's Compassion - Champion","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","66438f7fb22f1c9363a61245f0629e3a","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071673:Devotion.esp:description","core.focused;race.breton;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:SPEL:071673:Devotion.esp:PDV_Bless_Breton_Champion_Arkay:Description","Arkay wards the cycle in you against rot and undeath. Disease Resistance +27%, Health +30.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","eaf9088d22e830e3a960564b143b3073","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071673:Devotion.esp:name","core.focused;race.breton;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:SPEL:071673:Devotion.esp:PDV_Bless_Breton_Champion_Arkay:Name","Arkay's Ward - Champion","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","379ff1aea6a173eac76f62e6f452ffc8","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071676:Devotion.esp:description","core.focused;race.breton;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:SPEL:071676:Devotion.esp:PDV_Bless_Breton_Champion_Akatosh:Description","Akatosh's endurance steadies your magicka and turns hostile magic. Fortify Magicka +40, Magic Resistance +15%.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","83f4280bfd8a1dfacaee137eeaa041fa","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071676:Devotion.esp:name","core.focused;race.breton;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:SPEL:071676:Devotion.esp:PDV_Bless_Breton_Champion_Akatosh:Name","Akatosh's Endurance - Champion","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","8db4568b1c1b93de61a398bd8da8fb9f","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071679:Devotion.esp:description","core.focused;race.breton;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:SPEL:071679:Devotion.esp:PDV_Bless_Breton_Champion_Julianos:Description","Julianos's insight sharpens your recovery and your wards. Fortify Magicka +40, Magic Resistance +15%.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","f65de84fdb429bd7cd2a4d3133b56121","","",""
"pdv.copy-prose-exchange.v1","esp:spel:071679:Devotion.esp:name","core.focused;race.breton;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:SPEL:071679:Devotion.esp:PDV_Bless_Breton_Champion_Julianos:Name","Julianos's Insight - Champion","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","6b18e78200a9b11b786e9290dd2e5bc5","","",""
"pdv.copy-prose-exchange.v1","esp:spel:07167C:Devotion.esp:description","core.focused;race.breton;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:SPEL:07167C:Devotion.esp:PDV_Bless_Breton_Champion_Kynareth:Description","Kynareth's sky fills your breath and shields you. Fortify Stamina +40, Magic Resistance +13%.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","99bb18cec5e30baa2c47a1a7fed10a58","","",""
