id,surface,race,target,requirement,tier,authority,verify_layer,check_hint,notes,cluster,status
BC-0645,surfacing,Argonian,reorientation — N/A,Argonian has no player-chosen reorientation surface (Hist posture changes are driven by curse/neglect and already covered by those classes); no reorientation SurfaceTransition must fire for Argonian,BETA,PDV_TransitionSurfacing_CoverageMap.md §4 — Argonian N/A row,source,"No SurfaceTransition(reorientation, ...) for OriginRace=RACE_ARGONIAN",,surfacing,UNVERIFIED
BC-0646,surfacing,Argonian,tier transition — Observant/Faithful,Argonian must surface Observant and Faithful broad-worship tier milestones as Medium Notifications using PDV_Notif_Argonian_Observant_Entry and PDV_Notif_Argonian_Faithful_Entry,BETA,PDV_TransitionSurfacing_CoverageMap.md §1 tier table — Argonian row,data,MESG records PDV_Notif_Argonian_Observant_Entry and PDV_Notif_Argonian_Faithful_Entry exist,,surfacing,UNVERIFIED
BC-0647,surfacing,Bosmer,curse transition,"Bosmer must surface vampire onset, vampire cure, werewolf onset, and werewolf cure via the curse class as Loud MessageBoxes",BETA,PDV_TransitionSurfacing_CoverageMap.md §3 curse table — Bosmer row,data,"MESG records PDV_Msg_Bosmer_CurseState_VampireOnset, VampireCured, WerewolfOnset, WerewolfCured exist",,surfacing,UNVERIFIED
BC-0648,surfacing,Bosmer,emergence transition — N/A,"Bosmer has no emergence surface per the coverage matrix; path changes are reorientation events, not emergence; no emergence SurfaceTransition must fire for Bosmer",BETA,PDV_TransitionSurfacing_CoverageMap.md §2 emergence table — Bosmer N/A,source,"No SurfaceTransition(emergence, ...) for OriginRace=RACE_BOSMER",,surfacing,UNVERIFIED
BC-0649,surfacing,Bosmer,neglect transition,"Bosmer must surface neglect tier-drop lapses (Observant_Lapse, Faithful_Lapse, Devoted_Lapse, GreenPact_Lapse) and per-path texture rows ({OldContract,LivingStory,Exchange,BanditRoad}_NeglectTexture) once per tier-drop with recovery re-arm",BETA,PDV_TransitionSurfacing_CoverageMap.md §5 neglect table — Bosmer row,data,MESG records for Bosmer Observant/Faithful/Devoted/GreenPact lapses plus four path NeglectTexture rows exist,,surfacing,UNVERIFIED
BC-0650,surfacing,Bosmer,reorientation transition — path switch,"Bosmer must surface each confirmed path switch (OldContract, LivingStory, Exchange, BanditRoad) via the reorientation class as Medium or Loud MessageBoxes on the confirmed switch only",BETA,PDV_TransitionSurfacing_CoverageMap.md §4 reorientation table — Bosmer row,data,"MESG records PDV_Notif_Bosmer_Path_{OldContract,LivingStory,Exchange,BanditRoad}_Entry exist",,surfacing,UNVERIFIED
BC-0651,surfacing,Bosmer,tier transition — Observant/Faithful,Bosmer must surface Observant and Faithful broad-worship tier milestones as Medium Notifications using PDV_Notif_Bosmer_Observant_Entry and PDV_Notif_Bosmer_Faithful_Entry,BETA,PDV_TransitionSurfacing_CoverageMap.md §1 tier table — Bosmer row,data,MESG records PDV_Notif_Bosmer_Observant_Entry and PDV_Notif_Bosmer_Faithful_Entry exist,,surfacing,UNVERIFIED
BC-0652,surfacing,Breton,Book-read signals,"Reading Hidden Art texts (Herbane's Bestiary: Hagravens, The Madmen of the Reach, Anise's Letter) must each generate one-time approved occult piety with notifications PDV_Notif_Breton_FavorNoted_HiddenArt_BookRead_*.",BETA,PDV_RaceDesign_Breton.md — Signal Examples (book-read rows),source,,,race-sheets,UNVERIFIED
BC-0653,surfacing,Breton,curse transition — tradition-differentiated werewolf onset,Breton must surface vampire onset and cure and werewolf onset differentiated by tradition (WerewolfOnset_KnightsRoad and WerewolfOnset_HiddenArt) and werewolf cure via the curse class as Loud MessageBoxes,BETA,PDV_TransitionSurfacing_CoverageMap.md §3 curse table — Breton row,data,"MESG records PDV_Msg_Breton_CurseState_VampireOnset, VampireCured, WerewolfOnset_KnightsRoad, WerewolfOnset_HiddenArt, WerewolfCured exist",,surfacing,UNVERIFIED
BC-0654,surfacing,Breton,emergence transition — focus within tradition,Breton must surface focus emergence within tradition as a Loud MessageBox using PDV_Notif_Breton_FocusEmergence,BETA,PDV_TransitionSurfacing_CoverageMap.md §2 emergence table — Breton row,data,MESG record PDV_Notif_Breton_FocusEmergence exists,,surfacing,UNVERIFIED
BC-0655,surfacing,Breton,neglect transition,"Breton must surface neglect tier-drop lapses (Observant_Lapse, Faithful_Lapse, Devoted_Lapse) and per-tradition texture rows ({KnightsRoad,HiddenArt,GreenWay}_NeglectTexture) once per tier-drop with recovery re-arm",BETA,PDV_TransitionSurfacing_CoverageMap.md §5 neglect table — Breton row,data,MESG records for Breton lapse rows plus three tradition NeglectTexture rows exist,,surfacing,UNVERIFIED
BC-0656,surfacing,Breton,reorientation transition — druidic standing,"Breton must surface confirmed druidic standing switches (Open, Acknowledged, Frayed) via the reorientation class; tradition is start-locked and must not have a reorientation surface",BETA,PDV_TransitionSurfacing_CoverageMap.md §4 reorientation table — Breton row,data,"MESG records PDV_Notif_Breton_DruidicStanding_{Open,Acknowledged,Frayed} exist",,surfacing,UNVERIFIED
BC-0657,surfacing,Breton,startup tradition choice — no fallback,Breton startup tradition choice (PDV_MSG_StartupBretonChoice) must re-present until explicitly answered; there is no fallback default — setup must not complete without a committed PDV_State_BretonTradition value,BETA,race-sheets/PDV_StartupChoice_Messages.md — PDV_MSG_StartupBretonChoice Fallback note,source,Startup script: Breton tradition choice loops until confirmed; no default-value assignment path for PDV_State_BretonTradition on dismissal,,surfacing,UNVERIFIED
BC-0658,surfacing,Breton,tier transition — Observant/Faithful,Breton must surface Observant and Faithful broad-worship tier milestones as Medium Notifications using PDV_Notif_Breton_Observant_Entry and PDV_Notif_Breton_Faithful_Entry,BETA,PDV_TransitionSurfacing_CoverageMap.md §1 tier table — Breton row,data,MESG records PDV_Notif_Breton_Observant_Entry and PDV_Notif_Breton_Faithful_Entry exist,,surfacing,UNVERIFIED
BC-0659,surfacing,Dunmer,Book-read signals,"Reading Azura texts (Invocation of Azura, Azura and the Box) and Boethiah texts (Boethiah's Glory, Boethiah's Proving) must each fire one-time Reclamation acknowledgment with notifications PDV_Notif_Dunmer_FavorNoted_Azura_BookRead_* and PDV_Notif_Dunmer_FavorNoted_Boethiah_BookRead_*.",BETA,PDV_RaceDesign_Dunmer.md — Signal Examples (book-read rows),source,,,race-sheets,UNVERIFIED
BC-0660,surfacing,Dunmer,curse transition,"Dunmer must surface vampire onset, vampire cure, werewolf onset, and werewolf cure via the curse class as Loud MessageBoxes",BETA,PDV_TransitionSurfacing_CoverageMap.md §3 curse table — Dunmer row,data,"MESG records PDV_Msg_Dunmer_CurseState_VampireOnset, VampireCured, WerewolfOnset, WerewolfCured exist",,surfacing,UNVERIFIED
BC-0661,surfacing,Dunmer,emergence transition — focus devoted entry,Dunmer Devoted crossing must fire as the emergence class using PDV_Notif_Dunmer_Focus_DevotedEntry as a Loud MessageBox,BETA,PDV_TransitionSurfacing_CoverageMap.md §2 emergence table — Dunmer row,data,MESG record PDV_Notif_Dunmer_Focus_DevotedEntry exists,,surfacing,UNVERIFIED
BC-0662,surfacing,Dunmer,neglect transition,"Dunmer must surface neglect tier-drop lapses (GoodDaedra_ObservantLapse, GoodDaedra_FaithfulLapse, Focus_DevotedLapse) and three layer texture rows (Layer1_AshPrayerQuiet, Layer2_GoodDaedraThin, Layer3_FocusFading at manifest :580-582) once per tier-drop with recovery re-arm",BETA,PDV_TransitionSurfacing_CoverageMap.md §5 neglect table — Dunmer row; PDV_RaceContent_Manifest.md:580-582,data,MESG records for Dunmer lapse rows plus three layer texture rows exist in Devotion.esp,,surfacing,UNVERIFIED
BC-0663,surfacing,Dunmer,reorientation — N/A,Dunmer has no reorientation surface (path chosen at start and locked); no reorientation SurfaceTransition call must fire for Dunmer,BETA,PDV_TransitionSurfacing_CoverageMap.md §4 — Altmer/Dunmer/Nord N/A row,source,"No SurfaceTransition(reorientation, ...) for OriginRace=RACE_DUNMER",,surfacing,UNVERIFIED
BC-0664,surfacing,Dunmer,tier transition — Observant/Faithful,Dunmer must surface Observant and Faithful broad-worship tier milestones as Medium Notifications using PDV_Notif_Dunmer_GoodDaedra_ObservantEntry and PDV_Notif_Dunmer_GoodDaedra_FaithfulEntry,BETA,PDV_TransitionSurfacing_CoverageMap.md §1 tier table — Dunmer row,data,MESG records PDV_Notif_Dunmer_GoodDaedra_ObservantEntry and PDV_Notif_Dunmer_GoodDaedra_FaithfulEntry exist,,surfacing,UNVERIFIED
BC-0665,surfacing,Imperial,Book-read signals,Reading The Talos Mistake must generate one-time ConcordatStanding / conscience-under-pressure signal with notification PDV_Notif_Imperial_FavorNoted_TalosPressure_BookRead_TalosMistake.,BETA,PDV_RaceDesign_Imperial.md — Signal Examples (book-read row),source,BookRead ScoreAction + notification string ID,,race-sheets,UNVERIFIED
BC-0666,surfacing,Imperial,curse transition — vampire/werewolf,Imperial must surface vampire onset and cure and werewolf onset and cure via the curse class as Loud MessageBoxes,BETA,PDV_TransitionSurfacing_CoverageMap.md §3 curse table — Imperial row,data,"MESG records PDV_Msg_Imperial_CurseState_VampireOnset, VampireCured, WerewolfOnset, WerewolfCured exist",,surfacing,UNVERIFIED
BC-0667,surfacing,Imperial,emergence transition — Champion entry,Imperial Devoted crossing must be surfaced by per-deity Champion entry (PDV_Msg_Imperial_<Deity>_ChampionEntry) as the emergence beat,BETA,PDV_TransitionSurfacing_CoverageMap.md §2 emergence table — Nord/Imperial/Redguard row,data,MESG records PDV_Msg_Imperial_<Deity>_ChampionEntry exist for wired Imperial deities,,surfacing,UNVERIFIED
BC-0668,surfacing,Imperial,Imperial V1 recognition surface,"Imperial Champion Survey/status text must exist as the V1 recognition surface; civic Survey must report ConcordatStanding band, public/private Talos pressure tilt, repair gate, active patron, and curse posture; voiced NPC recognition is V2-deferred.",FUTURE,PDV_ImperialRewardRecords.spec.json § v1RecognitionSurface,runtime-status,In-game Survey command for Imperial player; verify all bands reported,[auto-demoted: matches explicit descope],roster,UNVERIFIED
BC-0669,surfacing,Imperial,neglect transition,"Imperial must surface neglect tier-drop lapses (PDV_Notif_Imperial_Observant_Lapse, Faithful_Lapse, Devoted_Lapse) and thematic texture rows (Arkay, Stendarr, Talos NeglectTexture + CivicScaffoldingHollow_NeglectTexture) once per tier-drop with recovery re-arm",BETA,PDV_TransitionSurfacing_CoverageMap.md §5 neglect table — Imperial row,data,"MESG records PDV_Notif_Imperial_Observant_Lapse, Faithful_Lapse, Devoted_Lapse plus texture rows exist",,surfacing,UNVERIFIED
BC-0670,surfacing,Imperial,reorientation transition — Concordat standing,"Imperial must surface each confirmed Concordat standing switch (Uncommitted, PrivateDefiant, OpenDefiant, PublicCompliant, ConcordatEnforcer) via the reorientation class; high-compliance crossings surface the political cost through standing change, not via a blocked-offer popup",BETA,PDV_TransitionSurfacing_CoverageMap.md §4 reorientation table — Imperial row; PDV_Architecture_v3.md §16.7 worked example,data,"MESG records PDV_Notif_Imperial_Concordat_{Uncommitted,PrivateDefiant,OpenDefiant,PublicCompliant,ConcordatEnforcer} exist",,surfacing,UNVERIFIED
BC-0671,surfacing,Imperial,tier transition — Observant/Faithful,Imperial must surface Observant and Faithful broad-worship tier milestones as Medium Notifications using PDV_Notif_Imperial_Observant_Entry and PDV_Notif_Imperial_Faithful_Entry,BETA,PDV_TransitionSurfacing_CoverageMap.md §1 tier table — Imperial row,data,MESG records PDV_Notif_Imperial_Observant_Entry and PDV_Notif_Imperial_Faithful_Entry exist,,surfacing,UNVERIFIED
BC-0672,surfacing,Khajiit,curse transition — shadow drift,"Khajiit must surface vampire onset (including PDV_Msg_Khajiit_ShadowDriftEntry) and vampire cure, and werewolf onset and werewolf cure via the curse class as Loud MessageBoxes",BETA,PDV_TransitionSurfacing_CoverageMap.md §3 curse table — Khajiit row,data,"MESG records PDV_Msg_Khajiit_CurseState_VampireOnset, ShadowDriftEntry, VampireCured, WerewolfOnset, WerewolfCured exist",,surfacing,UNVERIFIED
BC-0673,surfacing,Khajiit,emergence transition — automatic first focus,"Khajiit's first qualifying 25-weight / 15-lead / Seeker-piety dominance must assign automatically and fire one deity-specific ceremonial MessageBox, the existing Prisma toast, and a pinned Book of Days emergence entry; existing focused saves are acknowledged without replay",BETA,PDV_RaceDesign_Khajiit.md — 2026-08-06 Lunar and Champion Rebalance; PDV_Architecture_v3.md §16.7 emergence notes,data,"Five PDV_MSG_KhajiitFocus_* records exist; first-emergence source shows exactly one popup plus toast and pinned focus.emergence entry",,surfacing,UNVERIFIED
BC-0674,surfacing,Khajiit,neglect transition,"Khajiit must surface neglect tier-drop lapses (Lunar_ObservantLapse, Lunar_FaithfulLapse, Focus_DevotedLapse) and thematic texture rows (SubstrateThinning, PatronFading, CaravanForgotten) once per tier-drop with recovery re-arm",BETA,PDV_TransitionSurfacing_CoverageMap.md §5 neglect table — Khajiit row,data,"MESG records PDV_Notif_Khajiit_Lunar_ObservantLapse, FaithfulLapse, Focus_DevotedLapse plus three NeglectTexture rows exist",,surfacing,UNVERIFIED
BC-0675,surfacing,Khajiit,reorientation — automatic focus replacement,"A different Khajiit god replaces the established focus only after satisfying Seeker piety and the 25-weight / 15-lead dominance test; the change emits a Prisma toast and unpinned Book of Days reorientation entry without another popup",BETA,PDV_RaceDesign_Khajiit.md — 2026-08-06 Lunar and Champion Rebalance,source,"SetKhajiitFocusedEmphasis writes the reorientation toast and unpinned Book entry while the firstEmergence guard owns the only popup",,surfacing,UNVERIFIED
BC-0676,surfacing,Khajiit,tier transition — Observant/Faithful,Khajiit must surface Observant and Faithful broad-worship tier milestones as Medium Notifications using PDV_Notif_Khajiit_Lunar_ObservantEntry and PDV_Notif_Khajiit_Lunar_FaithfulEntry,BETA,PDV_TransitionSurfacing_CoverageMap.md §1 tier table — Khajiit row,data,MESG records PDV_Notif_Khajiit_Lunar_ObservantEntry and PDV_Notif_Khajiit_Lunar_FaithfulEntry exist,,surfacing,UNVERIFIED
BC-0677,surfacing,Nord,Book-read signals,"Reading Old Ways texts (Nords Arise!, A Dream of Sovngarde, Sovngarde: A Reexamination) must each generate one-time Shor/Kyne piety with notifications PDV_Notif_Nord_FavorNoted_OldWays_BookRead_*; reading The Totems of Hircine must generate one-time notification PDV_Notif_Nord_FavorNoted_HircineArkay_BookRead_TotemsHircine.",BETA,PDV_RaceDesign_Nord.md — Signal Examples (book-read rows),source,BookRead ScoreAction entries + notification string IDs,,race-sheets,UNVERIFIED
BC-0678,surfacing,Nord,curse transition — vampire/werewolf,"Nord must surface vampire onset (PDV_Msg_Nord_CurseState_VampireOnset) and vampire cure, and werewolf onset and werewolf cure via the curse class as Loud MessageBoxes",BETA,PDV_TransitionSurfacing_CoverageMap.md §3 curse table — Nord row,data,"MESG records PDV_Msg_Nord_CurseState_VampireOnset, VampireCured, WerewolfOnset, WerewolfCured exist",,surfacing,UNVERIFIED
BC-0679,surfacing,Nord,emergence transition — Champion entry,"Nord Devoted crossing must be surfaced by the per-deity Champion entry (PDV_Msg_Nord_<Deity>_ChampionEntry) as the emergence beat, not by a separate tier notification at Devoted",BETA,PDV_TransitionSurfacing_CoverageMap.md §2 emergence table — Nord/Imperial/Redguard row; Devoted/emergence reconciliation,data,MESG records PDV_Msg_Nord_<Deity>_ChampionEntry present for wired Nord deities,,surfacing,UNVERIFIED
BC-0680,surfacing,Nord,neglect transition,"Nord must surface neglect tier-drop lapses (PDV_Notif_Nord_Observant_Lapse, Faithful_Lapse, Devoted_Lapse) and per-deity neglect texture rows (PDV_Notif_Nord_<Deity>_NeglectTexture + PDV_Notif_Nord_General_AncestorsQuiet) once per tier-drop with recovery re-arm",BETA,PDV_TransitionSurfacing_CoverageMap.md §5 neglect table — Nord row,data,"MESG records PDV_Notif_Nord_Observant_Lapse, Faithful_Lapse, Devoted_Lapse plus per-deity NeglectTexture and General_AncestorsQuiet exist",,surfacing,UNVERIFIED
BC-0681,surfacing,Nord,Nord vampire suppression/scar,"Phase 18B Nord-specific rule: while a Nord is a vampire, formal commitment offers and contextual favors must be suppressed; cure restores access but leaves a visible scar/status note in Survey/MCM Player page",BETA,PDV_Architecture_v3.md §16.2 Phase 18B Nord-specific rule,source,PDV__ManagerQuest.psc suppresses offer/favor when CurseState=VAMPIRE && OriginRace=RACE_NORD; scar note appears in Survey text,"Race is Nord, not Imperial — correcting race field",surfacing,UNVERIFIED
BC-0682,surfacing,Nord,tier transition — N/A at Devoted (reorientation N/A),Nord has no reorientation surface (path and pantheon baseline chosen at start via PDV_State_NordPantheonBaseline; patron swap deferred); no reorientation SurfaceTransition must fire for Nord,BETA,PDV_TransitionSurfacing_CoverageMap.md §4 — Altmer/Dunmer/Nord N/A row,source,"No SurfaceTransition(reorientation, ...) for OriginRace=RACE_NORD",,surfacing,UNVERIFIED
BC-0683,surfacing,Nord,tier transition — Observant/Faithful,Nord must surface Observant and Faithful broad-worship tier milestones as Medium Notifications using slot PDV_Notif_Nord_Observant_Entry and PDV_Notif_Nord_Faithful_Entry respectively,BETA,PDV_TransitionSurfacing_CoverageMap.md §1 tier table — Nord row,data,MESG records PDV_Notif_Nord_Observant_Entry and PDV_Notif_Nord_Faithful_Entry exist in Devotion.esp,,surfacing,UNVERIFIED
BC-0684,surfacing,Orc,curse transition,"Orc must surface vampire onset, vampire cure, werewolf onset, and werewolf cure via the curse class as Loud MessageBoxes",BETA,PDV_TransitionSurfacing_CoverageMap.md §3 curse table — Orc row,data,"MESG records PDV_Msg_Orc_CurseState_VampireOnset, VampireCured, WerewolfOnset, WerewolfCured exist",,surfacing,UNVERIFIED
BC-0685,surfacing,Orc,emergence transition — life-mode entry,"Orc life-mode entry must fire as the emergence class using per-mode entries (PDV_Notif_Orc_LifeMode_{Stronghold,City,LegionExile}_Entry) as Loud MessageBoxes; these same entries serve as the reorientation surface",BETA,PDV_TransitionSurfacing_CoverageMap.md §2 emergence table — Orc row and §4 reorientation table — Orc row,data,"MESG records PDV_Notif_Orc_LifeMode_Stronghold_Entry, City_Entry, LegionExile_Entry exist",,surfacing,UNVERIFIED
BC-0686,surfacing,Orc,neglect transition,"Orc must surface neglect tier-drop lapses (Malacath_ObservantLapse, Malacath_FaithfulLapse, Malacath_DevotedLapse) and thematic texture rows (Forge, CityQuality, LegionErasure, OathBroken NeglectTexture) once per tier-drop with recovery re-arm",BETA,PDV_TransitionSurfacing_CoverageMap.md §5 neglect table — Orc row,data,MESG records for Orc Malacath lapse rows plus four NeglectTexture rows exist,,surfacing,UNVERIFIED
BC-0687,surfacing,Orc,reorientation transition — life-mode switch,"Orc confirmed life-mode switch must fire via the reorientation class using the same per-mode entry slots as the emergence class; fire on confirmed switch only, not on intent declaration at startup",BETA,PDV_TransitionSurfacing_CoverageMap.md §4 reorientation table — Orc row,source,"SurfaceTransition(reorientation, ...) fires after world-confirmation of life-mode switch, not on PDV_MSG_StartupOrcChoice button press",,surfacing,UNVERIFIED
BC-0688,surfacing,Orc,startup life-mode choice — intent not entitlement,Orc startup life-mode choice (PDV_MSG_StartupOrcChoice) records intent; active scoring/favor lane stays at City until world confirms eligibility; Stronghold requires Blood-Kin/stronghold acceptance; LegionExile requires service/exile gate; body text must convey this to prevent player surprise,BETA,race-sheets/PDV_StartupChoice_Messages.md — PDV_MSG_StartupOrcChoice Intent not entitlement (LOCKED) note,source,PDV_StateTrack_OrcLifeMode scoring gates: Stronghold and LegionExile lanes inactive until world-confirmation flags set,,surfacing,UNVERIFIED
BC-0689,surfacing,Orc,tier transition — Observant/Faithful,Orc must surface Observant and Faithful broad-worship tier milestones as Medium Notifications using PDV_Notif_Orc_Malacath_ObservantEntry and PDV_Notif_Orc_Malacath_FaithfulEntry,BETA,PDV_TransitionSurfacing_CoverageMap.md §1 tier table — Orc row,data,MESG records PDV_Notif_Orc_Malacath_ObservantEntry and PDV_Notif_Orc_Malacath_FaithfulEntry exist,,surfacing,UNVERIFIED
BC-0690,surfacing,Redguard,curse transition — Tu'whacca vampire cure re-entry,Redguard must surface vampire onset and cure (VampireCured_TuwhaccaReEntry) and werewolf onset and cure via the curse class as Loud MessageBoxes; the cure has a Tu'whacca-specific re-entry note,BETA,PDV_TransitionSurfacing_CoverageMap.md §3 curse table — Redguard row,data,"MESG records PDV_Msg_Redguard_CurseState_VampireOnset, VampireCured_TuwhaccaReEntry, WerewolfOnset, WerewolfCured exist",,surfacing,UNVERIFIED
BC-0691,surfacing,Redguard,emergence transition — Champion entry,Redguard Devoted crossing must be surfaced by per-deity Champion entry (PDV_Msg_Redguard_<Deity>_ChampionEntry) as the emergence beat,BETA,PDV_TransitionSurfacing_CoverageMap.md §2 emergence table — Nord/Imperial/Redguard row,data,MESG records PDV_Msg_Redguard_<Deity>_ChampionEntry exist for wired Redguard deities,,surfacing,UNVERIFIED
BC-0692,surfacing,Redguard,neglect transition,"Redguard must surface neglect tier-drop lapses (Observant_Lapse, Faithful_Lapse, Devoted_Lapse) and per-sect and ancestor-layer texture rows ({AncestorLayer,Crown,Forebear,AshAbah}_NeglectTexture) once per tier-drop with recovery re-arm",BETA,PDV_TransitionSurfacing_CoverageMap.md §5 neglect table — Redguard row,data,MESG records for Redguard lapse rows plus four NeglectTexture rows exist,,surfacing,UNVERIFIED
BC-0693,surfacing,Redguard,Redguard required content rows,"All required content rows must exist: PDV_Notif_Redguard_Sect_Crown_Entry, PDV_Notif_Redguard_Sect_Forebear_Entry, PDV_Notif_Redguard_Sect_AshAbah_Entry, PDV_Msg_Redguard_Survey_Crown/Forebear/AshAbah, PDV_Msg_Redguard_ChampionEntry_Crown/Forebear/AshAbah, PDV_Notif_Redguard_FarShoresToken_Activate, PDV_Msg_Redguard_CurseState_VampireOnset/VampireCured_TuwhaccaReEntry/WerewolfOnset/WerewolfCured. PrivateContext is deferred because no private-context behavior ships in V1.",BETA,PDV_RedguardRewardRecords.spec.json § requiredContentRows,esp,housecarl read each message/notification record by editorId,,roster,UNVERIFIED
BC-0694,surfacing,Redguard,reorientation transition — sect switch,"Redguard must surface each confirmed sect switch (Crown, Forebear, AshAbah) via the reorientation class",BETA,PDV_TransitionSurfacing_CoverageMap.md §4 reorientation table — Redguard row,data,"MESG records PDV_Notif_Redguard_Sect_{Crown,Forebear,AshAbah}_Entry exist",,surfacing,UNVERIFIED
BC-0695,surfacing,Redguard,startup sect choice — Forebear fallback,Redguard startup sect choice (PDV_MSG_StartupRedguardChoice) must default to Forebear (value 1) if sect state is ever unset or corrupt; ancestor reverence layer is always active for all sects regardless of startup choice,BETA,race-sheets/PDV_StartupChoice_Messages.md — PDV_MSG_StartupRedguardChoice Fallback note,source,PDV_State_RedguardSect initialization code sets value 1 (Forebear) as fallback; ancestor substrate not conditional on sect,,surfacing,UNVERIFIED
BC-0696,surfacing,Redguard,tier transition — Observant/Faithful,Redguard must surface Observant and Faithful broad-worship tier milestones as Medium Notifications using PDV_Notif_Redguard_Observant_Entry and PDV_Notif_Redguard_Faithful_Entry,BETA,PDV_TransitionSurfacing_CoverageMap.md §1 tier table — Redguard row,data,MESG records PDV_Notif_Redguard_Observant_Entry and PDV_Notif_Redguard_Faithful_Entry exist,,surfacing,UNVERIFIED
BC-0697,other,ALL,All 16 Daedric Princes,"D-15 stigma model, D-16 curse-access template, D-17 authoring order, and D-18 content-ready definition are locked in PDV_Architecture_v3.md Section 11.6 and must not be re-opened without explicit architecture decision; all authoring must conform to these locked decisions.",BETA,"PDV_Daedric_DecisionPacket_CAT4.md Ratification checklist; PDV_DaedricContent_Manifest.md 'Locked: curse-access template (D-16), authoring order (D-17), content-ready definition (D-18)'",data,,Process locks: violations invalidate beta readiness for all downstream Prince authoring,daedric,UNVERIFIED
BC-0698,other,ALL,All 16 Daedric Princes,D-12 roster lock: the canonical 16-Prince roster lives in PDV_FLST_DaedricPaths_All; Jyggalag is explicitly excluded from 1.0 scope and must not be added without an explicit architecture decision.,BETA,PDV_Daedric_DecisionPacket_CAT4.md 'Roster shape: closed by D-12'; PDV_AllRaceDaedricBetaReadinessLedger.md 'Jyggalag is excluded unless later adopted explicitly',esp,PDV_FLST_DaedricPaths_All contains exactly 16 QUST FormIDs per pdv-daedric-author --check; Jyggalag remains excluded by manifest authority.,,daedric,UNVERIFIED
BC-0699,other,ALL,All 16 Daedric Princes,"D-14 cross-Prince reduced-rivalry: multiple active Daedric paths must not apply full Aedric-strength cancellation math; cross-Prince rivalry uses reduced math only, and the PDV_GLO_DaedricExposure max-of-active model enforces this.",BETA,"PDV_Daedric_DecisionPacket_CAT4.md 'Cross-Prince hostility: closed by D-14 (reduced rivalry math, not full Aedric-strength cancellation)'",source,PDV__ManagerQuest Daedric rivalry handler uses max() not sum() for DaedricExposure; no full cancellation piety penalty for holding two Prince paths simultaneously,,daedric,UNVERIFIED
BC-0700,other,ALL,All 16 Daedric Princes,"D-13 mixed recovery default: exiting a Daedric path uses mixed recovery (cure starts recovery, rites/authored beats complete it); neither instant full restoration nor permanent mechanical penalty is the default.",BETA,PDV_Daedric_DecisionPacket_CAT4.md 'Recovery: closed by D-13 (mixed recovery default)',source,Exit scripts begin stigma decay on renunciation/cure but do not instantly zero stigma; rites accelerate but do not skip decay; WasChampion flag persists,,daedric,UNVERIFIED
BC-0701,other,ALL,All 16 Daedric Princes,"V1 scope is non-voiced only; voiced dialogue, INFO records, scenes, packages, and generated dialogue graph work must not be authored or promoted in the current 1.0 build track.",FUTURE,"PDV_DaedricBatch0_D18ProofLedger.md 'V1 remains non-voiced only. Dialogue, INFO, scene, package, and generated dialogue graph work stay out of this packet'",data,,FUTURE tier: voiced content is explicitly deferred from the Content-Feel Beta bar,daedric,UNVERIFIED
BC-0702,other,ALL,Altmer Exiled vampire post-vampire flavor,"Post-vampire Exiled Altmer path flavor is classified as enhancement custom content (improves experience, not required for core function) and is explicitly deferred unless the Exiled vampire source/record wiring is runtime-proven first.",FUTURE,PDV_Architecture_v3.md §21.2 Custom content priority classification (LOCKED),data,PDV_Phase20AltmerImplementationCosting.manifest.json Exiled vampire handling rows; source/record wired but runtime proof pending,"Descope; enhancement content, not required for core Altmer devotion function; source scaffold present",locks,UNVERIFIED
BC-0703,other,ALL,Altmer Lorkhan economy guardrail,"Ordinary existence in Skyrim must never be a penalty source for Altmer; Lorkhan pressure must use explicit RouteAltmerLorkhanPressure / HandleAltmerLorkhanPressure tags, while basic devotional upkeep trends positive through Auri-El dawn observance, study, and coherent factional acts.",BETA,PDV_Architecture_v3.md §v3.84/v3.85 Altmer economy guardrail; PDV_TargetEndStates_1.0.md Altmer section,source,RouteAltmerLorkhanPressure; HandleAltmerLorkhanPressure; RunDawnAwardAltmerAuriElDawn,"Lock constraint; Lorkhan penalties are explicit-action only, capped by authored route/source discipline",locks,UNVERIFIED
BC-0704,other,ALL,Anti-farm cap per-signal,Every piety signal must carry an anti-farm cap on the PIETY pulse (not only on the substrate); ritual and practice acts must be capped once per dawn cycle.,BETA,AGENTS.md memory/anti-farm-cap-requirement.md,source,PDV__ManagerQuest.psc AwardCuratedSignal and related: daily key check before each piety pulse; audit all races,Lock constraint on all signal routes including P2 immersive receivers,locks,UNVERIFIED
BC-0705,other,ALL,Arngeir/Kynareth dialogue privilege pilot (V2),"The Arngeir/Kynareth spoken NPC dialogue recognition for Nord Kyne Champion is deferred to V2; the non-voiced privilege gate (shrine, disposition, threshold) may ship in V1.",FUTURE,PDV_Architecture_v3.md §9.4 Privilege pilot; §21.3,esp,Phase 11 verifier assertions for live dialogue readback must be disabled for V1 release; --strict-phase11 live-dialogue-authored flag must be false,Descope; CK-authored DLBR/DIAL/INFO for Arngeir must be removed from V1 ESP,locks,UNVERIFIED
