id,surface,race,target,tier,verify_layer,verdict,detail,requirement,authority
BC-0333,reward_tier,Breton,Hidden Art focused 3-tier,BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Breton_HiddenArt_T1 (Conjuration 6%), T2 (Conjuration 9% + Illusion 9%), T3 (Conjuration 12% + Illusion 12% + MagickaRateMult 8%) must exist gated on PDV_State_BretonTradition=HiddenArt; magnitude must be conditioned on visible WitchcraftExposure cost; WitchcraftExposure Ruptured must revoke access.",PDV_BretonRewardRecords.spec.json Section emphasisRewards HiddenArt entries
BC-0335,reward_tier,Breton,Knight's Road focused 3-tier,BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Breton_KnightsRoad_T1 (Block 5%), T2 (Block 8% + Restoration 8%), T3 (Block 12% + Restoration 10% + DamageResist 10%) must exist gated on PDV_State_BretonTradition=KnightsRoad; KnightlyVowIntegrity modifies access only (not a boon).",PDV_BretonRewardRecords.spec.json Section emphasisRewards KnightsRoad entries
BC-0338,reward_tier,Dunmer,Azura focused 3-tier,BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Dunmer_Azura_T1 (MagickaRateMult 4%), T2 (MagickaRateMult 7% + ResistMagic 5%), T3 (MagickaRateMult 10% + ResistMagic 10%) must exist gated on active Azura Reclamation focus.",PDV_DunmerRewardRecords.spec.json Section emphasisRewards Azura entries
BC-0340,reward_tier,Dunmer,Boethiah focused 3-tier,BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Dunmer_Boethiah_T1 (OneHanded 5%), T2 (OneHanded 8% + DamageResist 10%), T3 (OneHanded 12% + DamageResist 15%) must exist gated on active Boethiah focus.",PDV_DunmerRewardRecords.spec.json Section emphasisRewards Boethiah entries
BC-0344,reward_tier,Dunmer,Dunmer Reclamation T1 reward,BETA,data,PASS,All checkable identifiers present.,SPEL PDV_Bless_Dunmer_Reclamation_T1 must exist with MGEF PDV_MGEF_Bless_Dunmer_Reclamation_T1 granting ResistFire +3.0 (provisional); only one Reclamation focus reward active; deviation price suppresses the matching T1 when unresolved.,PDV_Phase20_RewardRecordContracts.json -- Dunmer entry
BC-0347,reward_tier,Dunmer,Mephala focused 3-tier,BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Dunmer_Mephala_T1 (Sneak 5%), T2 (Sneak 8% + Illusion 10%), T3 (Sneak 12% + Illusion 15%) must exist gated on active Mephala focus.",PDV_DunmerRewardRecords.spec.json Section emphasisRewards Mephala entries
BC-0348,reward_tier,Dunmer,Reclamation broad T1/T2,BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Dunmer_Reclamation_T1 (fixed, ResistMagic 5%) and PDV_Bless_Dunmer_Reclamation_T2 (ResistMagic 8% + MagickaRateMult 5%, capped Devoted) must exist granted via PATRON_STATE_BROAD.",PDV_DunmerRewardRecords.spec.json Section emphasisRewards Reclamation T1/T2
BC-0349,reward_tier,Imperial,Akatosh focused 3-tier,BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Imperial_Akatosh_T1/T2/T3 must exist gated on active patron Akatosh; T1 MagickaRateMult 4%, T2 MagickaRateMult 7% + ResistMagic 5%, T3 MagickaRateMult 10% + ResistMagic 10%.",PDV_ImperialRewardRecords.spec.json Section emphasisRewards Akatosh entries
BC-0350,reward_tier,Imperial,Arkay focused 3-tier,BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Imperial_Arkay_T1/T2/T3 must exist; T1 ResistDisease 5%, T2 ResistDisease 10% + HealRateMult 7%, T3 ResistDisease 12% + HealRateMult 10%.",PDV_ImperialRewardRecords.spec.json Section emphasisRewards Arkay entries
BC-0351,reward_tier,Imperial,Civic broad lane,BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Imperial_Civic_T1 (fixed, existing property) and PDV_Bless_Imperial_Civic_T2 (new) must exist and be granted via PATRON_STATE_BROAD; broad lane capped at T2/Faithful; T2 suppressed when a focused patron is active.",PDV_ImperialRewardRecords.spec.json Section emphasisRewards Civic T1/T2
BC-0352,reward_tier,Imperial,Dibella focused 3-tier,BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Imperial_Dibella_T1/T2/T3 must exist; T1 Speechcraft 5%, T2 Speechcraft 8% + MagickaRateMult 5%, T3 Speechcraft 12% + MagickaRateMult 8%.",PDV_ImperialRewardRecords.spec.json Section emphasisRewards Dibella entries
BC-0355,reward_tier,Imperial,Imperial civic T1 reward,BETA,data,PASS,All checkable identifiers present.,SPEL PDV_Bless_Imperial_Civic_T1 must exist with MGEF PDV_MGEF_Bless_Imperial_Civic_T1 granting SpeechcraftModifier +3.0 (provisional); must not stack with unresolved Talos-pressure penalty or private-Talos privilege.,PDV_Phase20_RewardRecordContracts.json -- Imperial entry
BC-0361,reward_tier,Imperial,Julianos focused 3-tier,BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Imperial_Julianos_T1/T2/T3 must exist; T1 MagickaRateMult 4%, T2 MagickaRateMult 7% + ResistMagic 5%, T3 MagickaRateMult 10% + ResistMagic 10%.",PDV_ImperialRewardRecords.spec.json Section emphasisRewards Julianos entries
BC-0362,reward_tier,Imperial,Kynareth focused 3-tier,BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Imperial_Kynareth_T1/T2/T3 must exist; T1 StaminaRateMult 4%, T2 StaminaRateMult 7% + ResistMagic 5%, T3 StaminaRateMult 10% + ResistMagic 8%.",PDV_ImperialRewardRecords.spec.json Section emphasisRewards Kynareth entries
BC-0363,reward_tier,Imperial,Mara focused 3-tier,BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Imperial_Mara_T1/T2/T3 must exist; T1 Restoration 5%, T2 Restoration 8% + HealRateMult 7%, T3 Restoration 10% + HealRateMult 12%.",PDV_ImperialRewardRecords.spec.json Section emphasisRewards Mara entries
BC-0364,reward_tier,Imperial,Stendarr focused 3-tier,BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Imperial_Stendarr_T1/T2/T3 must exist; T1 Block 5%, T2 Block 8% + DamageResist 10%, T3 Block 12% + DamageResist 15%.",PDV_ImperialRewardRecords.spec.json Section emphasisRewards Stendarr entries
BC-0366,reward_tier,Imperial,Talos focused 3-tier,BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Imperial_Talos_T1/T2/T3 must exist gated on active patron Talos AND ConcordatStanding eligibility; T1 DamageResist 5%, T2 DamageResist 10% + OneHanded 8%, T3 DamageResist 12% + OneHanded 12%; compliance never scores.",PDV_ImperialRewardRecords.spec.json Section emphasisRewards Talos entries
BC-0367,reward_tier,Imperial,Zenithar focused 3-tier,BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Imperial_Zenithar_T1/T2/T3 must exist; T1 CarryWeight 25, T2 CarryWeight 40 + Speechcraft 8%, T3 CarryWeight 55 + Speechcraft 12%.",PDV_ImperialRewardRecords.spec.json Section emphasisRewards Zenithar entries
BC-0370,reward_tier,Khajiit,Khajiit Alkosh emphasis 3-tier,BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Khajiit_Alkosh_T1 (ResistFire 5%), T2 (ResistFire 8% + ResistMagic 5%), T3 (ResistFire 12% + ResistMagic 15%) must exist gated on Alkosh emphasis.",PDV_KhajiitRewardRecords.spec.json Section emphasisRewards Alkosh entries
BC-0372,reward_tier,Khajiit,Khajiit Azurah emphasis 3-tier,BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Khajiit_Azurah_T1 (MagickaRateMult 4%), T2 (MagickaRateMult 7% + ResistMagic 5%), T3 (MagickaRateMult 10% + ResistMagic 10%) must exist gated on Azurah emphasis.",PDV_KhajiitRewardRecords.spec.json Section emphasisRewards Azurah entries
BC-0375,reward_tier,Khajiit,Khajiit BaanDar emphasis 3-tier,BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Khajiit_BaanDar_T1 (DamageResist 5%), T2 (DamageResist 10% + HealRateMult 10%), T3 (DamageResist 15% + HealRateMult 15% + UnarmedDamage 10) must exist gated on BaanDar emphasis.",PDV_KhajiitRewardRecords.spec.json Section emphasisRewards BaanDar entries
BC-0376,reward_tier,Khajiit,Khajiit Khenarthi emphasis 3-tier,BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Khajiit_Khenarthi_T1 (StaminaRateMult 4%), T2 (StaminaRateMult 7% + CarryWeight 30), T3 (StaminaRateMult 10% + CarryWeight 50 + SpeedMult 3%) must exist gated on Khenarthi emphasis.",PDV_KhajiitRewardRecords.spec.json Section emphasisRewards Khenarthi entries
BC-0378,reward_tier,Khajiit,Khajiit lunar T1 reward -- night-gated stamina and disease,BETA,data,PASS,All checkable identifiers present.,SPEL PDV_Bless_Khajiit_Lunar_T1 must exist with two night-gated MGEFs: StaminaRateMult +5 (7PM-7AM) and ResistDisease +10 (7PM-7AM); no more than one Khajiit lunar T1 active; grant owned by PDV_Phase20_RewardRecordContracts.json.,PDV_Phase20_RewardRecordContracts.json -- Khajiit entry; PDV_RaceEffectReviewLedger.md -- Khajiit T1 Baseline
BC-0379,reward_tier,Khajiit,Khajiit Rajhin emphasis 3-tier,BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Khajiit_Rajhin_T1 (Sneak 5%), T2 (Sneak 8% + Lockpicking 10%), T3 (Sneak 12% + Lockpicking 15% + Pickpocket 15% + UnarmedDamage 10) must exist gated on Rajhin emphasis.",PDV_KhajiitRewardRecords.spec.json Section emphasisRewards Rajhin entries
BC-0384,reward_tier,Nord,Kyne focused 3-tier (Old Ways),BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Nord_Kyne_T1 (StaminaRateMult 5%), T2 (StaminaRateMult 8% + ResistFrost 10%), T3 (StaminaRateMult 10% + ResistFrost 15%) must exist gated on OldWays + active Kyne.",PDV_NordRewardRecords.spec.json Section emphasisRewards Kyne entries
BC-0387,reward_tier,Nord,Nord Nine Divines focused per-god families (24 spells),BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Nord_<God>_T1/T2/T3 for each of the 8 Divines (Akatosh/Mara/Arkay/Stendarr/Zenithar/Dibella/Julianos/Kynareth) must exist as Nord-keyed copies distinct from Imperial equivalents, gated on NineDivines lane + focused god piety tier.",PDV_NordRewardRecords.spec.json Section nineDivinesLane perGodRewardFamilies
BC-0388,reward_tier,Nord,Nord Old Ways broad T1/T2,BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Nord_OldWays_T1 (fixed existing, StaminaRateMult 4%) and PDV_Bless_Nord_OldWays_T2 (new, StaminaRateMult 6% + ResistFrost 10%, capped Faithful) must exist; T2 suppressed when a focused patron is active.",PDV_NordRewardRecords.spec.json Section emphasisRewards OldWays T1/T2
BC-0389,reward_tier,Nord,Nord Old Ways T1 reward,BETA,data,PASS,All checkable identifiers present.,SPEL PDV_Bless_Nord_OldWays_T1 must exist with MGEF PDV_MGEF_Bless_Nord_OldWays_T1 granting StaminaRateMult +3.0 (provisional); suppressed during unresolved Nord vampire rupture and must not stack with Hircine/Arkay edge effects.,PDV_Phase20_RewardRecordContracts.json -- Nord entry
BC-0397,reward_tier,Nord,Shor focused 3-tier (Old Ways),BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Nord_Shor_T1/T2/T3 must provide max Health +10/+20/+30, with T2 adding OneHanded 8 and T3 adding OneHanded 18 + TwoHanded 10 + hidden once/day last-stand save. Shor uses max Health only; no Health Regeneration effect is expected.",PDV_NordRewardRecords.spec.json Section emphasisRewards Shor entries
BC-0398,reward_tier,Nord,Stuhn focused 3-tier (Old Ways),BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Nord_Stuhn_T1 (DamageResist 5%), T2 (DamageResist 10% + Block 8%), T3 (DamageResist 12% + Block 10% + OneHanded 8%) must exist gated on OldWays + active Stuhn.",PDV_NordRewardRecords.spec.json Section emphasisRewards Stuhn entries
BC-0399,reward_tier,Nord,Talos focused 3-tier (Old Ways and Nine Divines),BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Nord_Talos_T1/T2/T3 must exist shared across both lanes (OldWays|NineDivines), gated on faithful defiance only; T1 DamageResist 5%, T2 DamageResist 10% + OneHanded 8%, T3 DamageResist 12% + OneHanded 12%; compliance never scores.",PDV_NordRewardRecords.spec.json Section emphasisRewards Talos entries
BC-0401,reward_tier,Nord,Tsun focused 3-tier (Old Ways),BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Nord_Tsun_T1 (StaminaRateMult 5%), T2 (StaminaRateMult 8% + Block 10%), T3 (StaminaRateMult 10% + Block 12% + DamageResist 10%) must exist gated on OldWays + active Tsun.",PDV_NordRewardRecords.spec.json Section emphasisRewards Tsun entries
BC-0404,reward_tier,Orc,Orc City life-mode 3-tier,BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Orc_City_T1 (Restoration 5%), T2 (Restoration 8% + Speech 8%), T3 (Restoration 10% + Speech 12% + BlockSkill 5%) must exist gated on PDV_State_OrcLifeMode=City(0) + Malacath tier; named commission/quality-labor/dignity acts only.",PDV_OrcRewardRecords.spec.json Section emphasisRewards City entries
BC-0407,reward_tier,Orc,Orc LegionExile life-mode 3-tier,BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Orc_LegionExile_T1 (OneHanded 5%), T2 (OneHanded 8% + BlockSkill 8%), T3 (OneHanded 10% + BlockSkill 12% + StaminaRateMult 5%) must exist gated on PDV_State_OrcLifeMode=LegionExile(2) + Malacath tier; pressure-bearing service-completion acts only (Legion membership alone rejected).",PDV_OrcRewardRecords.spec.json Section emphasisRewards LegionExile entries
BC-0408,reward_tier,Orc,Orc Malacath broad T1/T2,BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Orc_Malacath_T1 (fixed, DamageResist 4%) and PDV_Bless_Orc_Malacath_T2 (new, DamageResist 6% + HealRateMult 8%, capped Faithful) must exist; T2 suppressed when a life-mode focused family is active.",PDV_OrcRewardRecords.spec.json Section emphasisRewards Malacath T1/T2
BC-0409,reward_tier,Orc,Orc Malacath T1 conduct reward,BETA,data,PASS,All checkable identifiers present.,"SPEL PDV_Bless_Orc_Malacath_T1 must exist with MGEF PDV_MGEF_Bless_Orc_Malacath_T1 granting DamageResist +3.0 (provisional); only one Orc life-mode T1 active; City, Legion, and Stronghold variants cannot stack.",PDV_Phase20_RewardRecordContracts.json -- Orc entry
BC-0412,reward_tier,Orc,Orc Stronghold life-mode 3-tier,BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Orc_Stronghold_T1 (Smithing 5%), T2 (Smithing 8% + HeavyArmor 8%), T3 (Smithing 10% + HeavyArmor 12% + DamageResist 5%) must exist gated on PDV_State_OrcLifeMode=Stronghold(1) + Malacath tier; quality forge acts only (raw craft count rejected).",PDV_OrcRewardRecords.spec.json Section emphasisRewards Stronghold entries
BC-0418,reward_tier,Redguard,HoonDing focused 3-tier (weekly capped),BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Redguard_HoonDing_T1 (OneHanded 5%), T2 (OneHanded 8% + SpeedMult 3%), T3 (OneHanded 12% + SpeedMult 3%) must exist gated on active HoonDing focus AND weekly cap unconsumed; curated make-way milestones only.",PDV_RedguardRewardRecords.spec.json Section emphasisRewards HoonDing entries; Section currencyAndPace hoonDingCap
BC-0419,reward_tier,Redguard,Leki focused 3-tier,BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Redguard_Leki_T1 (OneHanded 5%), T2 (OneHanded 8% + CriticalChance 5%), T3 (OneHanded 12% + CriticalChance 8%) must exist gated on active Leki focus with sword-singing conduct context required.",PDV_RedguardRewardRecords.spec.json Section emphasisRewards Leki entries
BC-0420,reward_tier,Redguard,Redguard ancestor spine T1 reward,BETA,data,PASS,All checkable identifiers present.,"SPEL PDV_Bless_Redguard_AncestorSpine_T1 must exist with MGEF PDV_MGEF_Bless_Redguard_AncestorSpine_T1 granting WeaponSpeedMult +3.0 (provisional); only one Redguard sect T1 active; Crown, Forebear, Ash'abah, and Far Shores variants resolve through manager state.",PDV_Phase20_RewardRecordContracts.json -- Redguard entry
BC-0421,reward_tier,Redguard,Redguard AncestorSpine broad T1/T2,BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Redguard_AncestorSpine_T1 (fixed, ResistMagic 3%) and PDV_Bless_Redguard_AncestorSpine_T2 (new, ResistMagic 5% + DamageResist 8%, capped Faithful) must exist; T2 suppressed when a focused patron is active.",PDV_RedguardRewardRecords.spec.json Section emphasisRewards AncestorSpine T1/T2
BC-0427,reward_tier,Redguard,Tu'whacca focused 3-tier,BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Redguard_Tuwhacca_T1 (ResistMagic 5%), T2 (ResistMagic 8% + HealRateMult 10%), T3 (ResistMagic 10% + HealRateMult 15%) must exist gated on active Tu'whacca focus.",PDV_RedguardRewardRecords.spec.json Section emphasisRewards Tuwhacca entries
BC-0439,anti_farm,ALL,Namira - corpse-feed,BETA,source,PASS,All checkable identifiers present and reachability clean.,Namira faucet act 'Feed on a corpse' (Ring of Namira Feed lesser-power) must be capped at 1/dawn; Ring must be equipped.,PDV_QuestReactionMatrix_PartD_ThinGodFaucets.csv - Namira / Feed on a corpse
BC-0444,anti_farm,ALL,Repeated act anti-farm,BETA,source,PASS,All checkable identifiers present and reachability clean.,Every signal source with a repeatable mechanic must have an anti-farm cap on the PIETY pulse (not just substrate): ritual/practice acts should be once-per-dawn-cycle; other acts must use daily caps or cooldowns as documented per race.,Memory: anti-farm-cap-requirement.md -- every signal needs anti-farm cap on the PIETY pulse
BC-0448,anti_farm,ALL,Shared broad worship cap,BETA,source,PASS,All checkable identifiers present and reachability clean.,"All broad/pre-commitment worship must be capped at Tier 2 (Faithful); Tier 3 (Devoted) must be reachable only through primary patron/path commitment for pantheon races, or appropriate deep commitment for closed-system and layered races.",Devotion_Races_Overview.md -- How Devotion Works (All Races) / Broad vs Focused worship
BC-0451,anti_farm,Argonian,Argonian dawn Hist decay floor and cadence limits,BETA,source,PASS,All checkable identifiers present and reachability clean.,"Dawn Hist decay must only trigger after three days without valid maintenance, applying -1 per dawn; non-curse floor is 20; bed-of-choice cadence requires three qualifying sleeps in a rolling 30-day window with light People decay only on missed cadence.","PDV_RaceRewardBudgetLedger.md -- Focused Pass: Argonian, Needs verifier/proof"
BC-0452,anti_farm,Argonian,Argonian Void signal anti-farm,BETA,source,PASS,All checkable identifiers present and reachability clean.,"Void/Sithis signal anti-farm must use three-signal threshold (VoidActivationSignalsRequired=3), one-shot markers per source, and ConsumeDailyRepeatMultiplier (oncePerDayKey PDV.Signal.ArgonianVoidSignal); the universal piety pulse on this route goes to PDV_Deity_Hist, not Sithis.",PDV_ArgonianRewardRecords.spec.json Section doubleRoute Void signal act
BC-0456,anti_farm,Bosmer,Green Pact positive weighting (not a compliance ledger),BETA,source,PASS,All checkable identifiers present and reachability clean.,Green Pact must be implemented as modest positive weighting only outside Old Contract; item-level Green Pact punishment must NOT be authored (tag layer deferred); Old Contract pact violation reuses existing HandleGreenPactViolation + AdjustBosmerGreenPactCompliance(-15) model.,PDV_BosmerRewardRecords.spec.json Section greenPactHandling policy; Section rejectedHooks 'broad plant detection without reliable item evidence'
BC-0465,neglect,ALL,All 16 Daedric Princes,BETA,source,PASS,All checkable identifiers present and reachability clean.,Per-Prince stigma must decay at 1 point/day via the once-per-day Phase 17 decay guards; full Notorious (100) must clear to Latent over a meaningfully long in-game span without accelerating rites.,PDV_Daedric_DecisionPacket_CAT4.md D-15.3 'Decay: slow linear abstention decay of 1 stigma/day'
BC-0467,neglect,ALL,neglect active cap,BETA,source,PASS,All checkable identifiers present and reachability clean.,At most 3 per-deity neglect effects may be active simultaneously; manager selects the lowest-piety eligible deities at dawn; broad worship suppresses all per-deity neglect effects,PDV_Architecture_v3.md Section14.4 Locked neglect defaults
BC-0468,neglect,ALL,neglect dawn ownership,BETA,source,PASS,All checkable identifiers present and reachability clean.,Neglect eligibility lives on deity records but activation must be dawn-owned by PDV__ManagerQuest; no deity may activate its own neglect effect independently,PDV_Architecture_v3.md Section14.2 Where neglect lives
BC-0469,neglect,ALL,Per-race neglect spell requirement,BETA,esp,PASS,All checkable identifiers present.,Every race must have a PDV_SPEL_Neglect_<Race> spell (or confirmed reuse for Nord) wired to PDV__ManagerQuest via a SyncNeglectSpell function; neglect must be gentle/diegetic by default; real mechanical bite only at rupture/curse posture.,PDV_RaceContractTemplate.md Section Neglect/regression model para 3; Section Per-race contract Neglect field
BC-0470,neglect,ALL,per-race neglect substrate,BETA,source,PASS,All checkable identifiers present and reachability clean.,"Race-wide neglect effects not tied to a single deity (e.g. Argonian Hist absence) must belong on the race substrate quest, not on a deity record",PDV_Architecture_v3.md Section14.3 Per-race neglect
BC-0471,neglect,Altmer,PDV_SPEL_Neglect_Altmer,BETA,esp,PASS,All checkable identifiers present.,"PDV_SPEL_Neglect_Altmer must exist wired to PDV__ManagerQuest with MGEF MagickaRateMult -4%; gentle by default; real bite only at curse/exile posture (vampire terminal/exile, werewolf hard halt).",PDV_AltmerRewardRecords.spec.json Section neglect
BC-0474,neglect,Argonian,PDV_SPEL_Neglect_ArgonianHist,BETA,esp,PASS,All checkable identifiers present.,PDV_SPEL_Neglect_ArgonianHist must exist wired to PDV__ManagerQuest with MGEF HealRateMult -5%; gentle at posture Distant; mechanical bite only at posture Silenced or Corrupted; dawn Hist decay -1/dawn only after 3 days without maintenance.,PDV_ArgonianRewardRecords.spec.json Section neglect
BC-0475,neglect,Bosmer,PDV_SPEL_Neglect_Bosmer,BETA,esp,PASS,All checkable identifiers present.,PDV_SPEL_Neglect_Bosmer must exist wired to PDV__ManagerQuest with MGEF PeakValueModifier StaminaRateMult -5; gentle by default; bite reserved for forced reckoning/Old Contract renunciation.,PDV_BosmerRewardRecords.spec.json Section neglect
BC-0477,neglect,Breton,PDV_SPEL_Neglect_Breton + creed-loss spells,BETA,esp,PASS,All checkable identifiers present.,"PDV_SPEL_Neglect_Breton (HealRateMult -5%) must exist; 4 creed-loss spells must also exist: PDV_SPEL_CreedLoss_Breton_VowIntegrity (Block -5% + Restoration -5%), PDV_SPEL_CreedLoss_Breton_ExposureRupture (Conjuration -8% + Illusion -8%), PDV_SPEL_CreedLoss_Breton_Excommunication (HealRateMult -8%), PDV_SPEL_CreedLoss_Breton_DruidicForkBetrayal (StaminaRateMult -8% + Restoration -8%).",PDV_BretonRewardRecords.spec.json Section neglect; Section creedViolationLoss entries
BC-0478,neglect,Dunmer,PDV_SPEL_Neglect_Dunmer,BETA,esp,PASS,All checkable identifiers present.,PDV_SPEL_Neglect_Dunmer must exist wired to PDV__ManagerQuest with MGEF MagickaRateMult -5%; gentle ancestor-silence texture only at posture Strained; mechanical bite only at posture Silent (curse); NO passive dawn decay on the ancestor substrate.,PDV_DunmerRewardRecords.spec.json Section neglect
BC-0480,neglect,Imperial,Concordat Enforcer secondary modifiers,BETA,source,PASS,All checkable identifiers present and reachability clean.,"At Concordat Enforcer (>+50), Arkay daily shift must be -15% and Stendarr daily shift must be -15%; at Open Defiant (<-50), Stendarr must gain +15% daily shift. These modifiers must fire in ProcessDawn.",PDV_RaceDesign_Imperial.md -- Secondary modifiers at extreme states
BC-0481,neglect,Imperial,PDV_SPEL_Neglect_Imperial,BETA,esp,PASS,All checkable identifiers present.,PDV_SPEL_Neglect_Imperial must exist wired to PDV__ManagerQuest with MGEF PDV_MGEF_Neglect_Imperial_Restoration (HealRateMult -5%); gentle by default; real bite only at rupture/curse posture.,PDV_ImperialRewardRecords.spec.json Section neglect
BC-0482,neglect,Khajiit,PDV_SPEL_Neglect_KhajiitLunar,BETA,esp,PASS,All checkable identifiers present.,PDV_SPEL_Neglect_KhajiitLunar must exist wired to PDV__ManagerQuest with MGEF StaminaRateMult -5% nightOnly; fires when lunar metric flat/below floor.,PDV_KhajiitRewardRecords.spec.json Section neglect
BC-0484,neglect,Nord,Nord broad/primary,BETA,source,PASS,All checkable identifiers present and reachability clean.,"Nord neglect must manifest as loss of contextual favors and tier decay (no harsh penalization), not active punishment; piety must drift via negative PDV.PietyToday trending from missing devotion signals.",PDV_RaceDesign_Nord.md -- Neglect Texture / Decay mechanics
BC-0486,neglect,Orc,Oath-breaking,BETA,source,PASS,All checkable identifiers present and reachability clean.,Oath-breaking (abandoning a committed quest) must generate explicit negative piety for all Orc modes; must be tracked via quest-acceptance event logging + quest-failed/abandoned detection; sustained oath-breaking must accumulate meaningfully.,PDV_RaceDesign_Orc.md -- Neglect Texture / Oath-breaking + Signal Examples
BC-0487,neglect,Orc,PDV_SPEL_Neglect_Orc,BETA,esp,PASS,All checkable identifiers present.,PDV_SPEL_Neglect_Orc must exist wired to PDV__ManagerQuest via SyncOrcNeglectSpell with MGEF DamageResist -5%; fires only after sustained absence of life-mode-appropriate act; gentle; bite reserved for code-rupture/curse.,PDV_OrcRewardRecords.spec.json Section neglect
BC-0488,neglect,Redguard,PDV_SPEL_Neglect_Redguard,BETA,esp,PASS,All checkable identifiers present.,PDV_SPEL_Neglect_Redguard must exist wired to PDV__ManagerQuest via SyncRedguardNeglectSpell with MGEF ResistMagic -3%; gentle ancestor-distance; harder bite only at curse posture or Ash'abah stigma.,PDV_RedguardRewardRecords.spec.json Section neglect
BC-0489,commitment,ALL,All 16 Daedric Princes,BETA,esp,PASS,All checkable identifiers present.,"All 16 Skyrim-present Daedric Princes (Azura, Boethiah, Clavicus Vile, Hermaeus Mora, Hircine, Malacath, Mehrunes Dagon, Meridia, Mephala, Molag Bal, Namira, Nocturnal, Peryite, Sanguine, Sheogorath, Vaermina) must exist as focusable patron paths in PDV_FLST_DaedricPaths_All; Jyggalag is explicitly excluded from 1.0 scope.","PDV_AllRaceDaedricBetaReadinessLedger.md, Daedric 20C Gap section; PDV_DaedricContent_Manifest.md Section 7 progress ledger"
BC-0490,commitment,ALL,All 16 Daedric Princes,BETA,source,PASS,All checkable identifiers present and reachability clean.,Every standard (non-curse-access) Daedric Prince path requires 3 distinct commitment signals (commitmentSignalsRequired=3) before the path becomes active and a commitment MessageBox fires.,"PDV_DaedricPrinceRecordContracts.json, commitmentSignalsRequired field; PDV_DaedricContent_Manifest.md Section 2 'Commitment gate'"
BC-0491,commitment,ALL,No-offer races require manager special-branch,BETA,source,PASS,All checkable identifiers present and reachability clean.,"No-offer races (Khajiit, Argonian, Dunmer ancestor lane) must have a manager special-branch for reward gating on substrate tier + layer state; the active-patron universally assumption must NOT be applied to these races.",PDV_Phase2_DeityRoster_and_ArchitectureRulings.md Section R7 substrate/no-offer branch; PDV_RaceContractTemplate.md Section Gate-type dimension
BC-0494,commitment,Altmer,Trinimac offer gate,BETA,source,PASS,All checkable identifiers present and reachability clean.,"Trinimac primary offer must fire only when ThalmorAlignment is 70 or above; offer evaluation must check track state before firing, mirroring Imperial Talos commitment gate pattern.",PDV_RaceDesign_Altmer.md -- Trinimac focus (requires ThalmorAlignment 70+)
BC-0495,commitment,Bosmer,Path switching gates,BETA,source,PASS,All checkable identifiers present and reachability clean.,LivingStory can be entered with one strong community/story signal; Exchange and BanditRoad require two destination-coded signals on separate in-game days within seven (unless major curated quest proves path); OldContract re-entry requires recommitment plus three Pact-positive days within seven; no auto-switch for 7 days after switching.,PDV_RaceDesign_Bosmer.md -- Path switching locks (LOCKED)
BC-0496,commitment,Breton,Hidden Art / Daedric no double-count,BETA,source,PASS,All checkable identifiers present and reachability clean.,"Hidden Art Daedric deities (Hircine, Hermaeus Mora, Namira, Nocturnal) must use the global Daedric system; the global Daedric taboo/stigma response must NOT fire on top of Hidden Art scoring; Breton social cost is carried ONLY by WitchcraftExposure.",PDV_RaceDesign_Breton.md -- Implementation acceptance criteria (Hidden Art layers on global Daedric system)
